Expected_ModelPred,Expected_PredValue,checkingstatus,duration,history,purpose,amount,savings,employ,installment,others,residence,property,age,otherplans,housing,cards,job,liable,tele,foreign,sex,TC
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,37,A143,A152,2,A171,2,A191,A201,male,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,37,A143,A152,2,A171,2,A191,A201,female,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,58,A143,A152,2,A171,2,A191,A201,male,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,58,A143,A152,2,A171,2,A191,A201,female,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,23,A143,A152,2,A171,2,A191,A201,male,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,23,A143,A152,2,A171,2,A191,A201,female,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,29,A143,A152,2,A171,2,A191,A201,male,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,29,A143,A152,2,A171,2,A191,A201,female,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,52,A143,A152,2,A171,2,A191,A201,male,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,52,A143,A152,2,A171,2,A191,A201,female,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,50,A143,A152,2,A171,2,A191,A201,male,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,50,A143,A152,2,A171,2,A191,A201,female,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,46,A143,A152,2,A171,2,A191,A201,male,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,46,A143,A152,2,A171,2,A191,A201,female,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,51,A143,A152,2,A171,2,A191,A201,male,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,51,A143,A152,2,A171,2,A191,A201,female,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,41,A143,A152,2,A171,2,A191,A201,male,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,41,A143,A152,2,A171,2,A191,A201,female,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,40,A143,A152,2,A171,2,A191,A201,male,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,40,A143,A152,2,A171,2,A191,A201,female,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,66,A143,A152,2,A171,2,A191,A201,male,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,66,A143,A152,2,A171,2,A191,A201,female,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,47,A143,A152,2,A171,2,A191,A201,male,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,47,A143,A152,2,A171,2,A191,A201,female,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,56,A143,A152,2,A171,2,A191,A201,male,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,56,A143,A152,2,A171,2,A191,A201,female,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,54,A143,A152,2,A171,2,A191,A201,male,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,54,A143,A152,2,A171,2,A191,A201,female,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,20,A143,A152,2,A171,2,A191,A201,male,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,20,A143,A152,2,A171,2,A191,A201,female,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,21,A143,A152,2,A171,2,A191,A201,male,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,21,A143,A152,2,A171,2,A191,A201,female,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,38,A143,A152,2,A171,2,A191,A201,male,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,38,A143,A152,2,A171,2,A191,A201,female,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,70,A143,A152,2,A171,2,A191,A201,male,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,70,A143,A152,2,A171,2,A191,A201,female,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,65,A143,A152,2,A171,2,A191,A201,male,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,65,A143,A152,2,A171,2,A191,A201,female,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,74,A143,A152,2,A171,2,A191,A201,male,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,74,A143,A152,2,A171,2,A191,A201,female,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,68,A143,A152,2,A171,2,A191,A201,male,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,68,A143,A152,2,A171,2,A191,A201,female,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,43,A143,A152,2,A171,2,A191,A201,male,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,43,A143,A152,2,A171,2,A191,A201,female,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,55,A143,A152,2,A171,2,A191,A201,male,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,55,A143,A152,2,A171,2,A191,A201,female,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,64,A143,A152,2,A171,2,A191,A201,male,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,64,A143,A152,2,A171,2,A191,A201,female,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,75,A143,A152,2,A171,2,A191,A201,male,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,75,A143,A152,2,A171,2,A191,A201,female,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,19,A143,A152,2,A171,2,A191,A201,male,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,19,A143,A152,2,A171,2,A191,A201,female,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,62,A143,A152,2,A171,2,A191,A201,male,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,62,A143,A152,2,A171,2,A191,A201,female,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,59,A143,A152,2,A171,2,A191,A201,male,PerturbTC46
[0.9985411167144775],1,A12,45,A33,A49,1478,A61,A72,4,A101,4,A122,59,A143,A152,2,A171,2,A191,A201,female,PerturbTC46
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,67,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,67,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,22,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,22,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,49,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,49,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,45,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,45,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,53,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,53,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,35,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,35,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,61,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,61,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,28,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,28,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,25,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,25,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,24,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,24,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,60,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,60,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,32,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,32,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,44,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,44,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,31,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,31,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,48,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,48,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,26,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,26,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,36,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,36,A141,A151,2,A171,1,A192,A201,female,OrigionalTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,39,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,39,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,42,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,42,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,34,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,34,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,63,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,63,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,27,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,27,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,30,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,30,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,57,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,57,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,33,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,33,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,37,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,37,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,58,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,58,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,23,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,23,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,29,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,29,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,52,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,52,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,50,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,50,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,46,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,46,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,51,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,51,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,41,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,41,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,40,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,40,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,66,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,66,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,47,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,47,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,56,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,56,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,54,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,54,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,20,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,20,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,21,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,21,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,38,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,38,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,70,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,70,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,65,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,65,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,74,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,74,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,68,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,68,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,43,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,43,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,55,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,55,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,64,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,64,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,75,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,75,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,19,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,19,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,62,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,62,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,59,A141,A151,2,A171,1,A192,A201,male,PerturbTC47
[0.8751503229141235],1,A13,48,A32,A49,14391,A64,A74,2,A101,4,A122,59,A141,A151,2,A171,1,A192,A201,female,PerturbTC47
[0.0009804964065551758],0,A11,4,A30,A44,2286,A62,A71,1,A102,1,A123,67,A142,A152,1,A171,2,A191,A202,male,PerturbTC48
[0.0009804964065551758],0,A11,4,A30,A44,2286,A62,A71,1,A102,1,A123,67,A142,A152,1,A171,2,A191,A202,female,PerturbTC48
[0.0009804964065551758],0,A11,4,A30,A44,2286,A62,A71,1,A102,1,A123,22,A142,A152,1,A171,2,A191,A202,male,PerturbTC48
[0.0009804964065551758],0,A11,4,A30,A44,2286,A62,A71,1,A102,1,A123,22,A142,A152,1,A171,2,A191,A202,female,PerturbTC48
[0.0009804964065551758],0,A11,4,A30,A44,2286,A62,A71,1,A102,1,A123,49,A142,A152,1,A171,2,A191,A202,male,PerturbTC48
[0.0009804964065551758],0,A11,4,A30,A44,2286,A62,A71,1,A102,1,A123,49,A142,A152,1,A171,2,A191,A202,female,PerturbTC48
[0.0009804964065551758],0,A11,4,A30,A44,2286,A62,A71,1,A102,1,A123,45,A142,A152,1,A171,2,A191,A202,male,PerturbTC48
[0.0009804964065551758],0,A11,4,A30,A44,2286,A62,A71,1,A102,1,A123,45,A142,A152,1,A171,2,A191,A202,female,PerturbTC48
[0.0009804964065551758],0,A11,4,A30,A44,2286,A62,A71,1,A102,1,A123,53,A142,A152,1,A171,2,A191,A202,male,PerturbTC48
[0.0009804964065551758],0,A11,4,A30,A44,2286,A62,A71,1,A102,1,A123,53,A142,A152,1,A171,2,A191,A202,female,PerturbTC48
[0.0009804964065551758],0,A11,4,A30,A44,2286,A62,A71,1,A102,1,A123,35,A142,A152,1,A171,2,A191,A202,male,PerturbTC48
[0.0009804964065551758],0,A11,4,A30,A44,2286,A62,A71,1,A102,1,A123,35,A142,A152,1,A171,2,A191,A202,female,PerturbTC48
[0.0009804964065551758],0,A11,4,A30,A44,2286,A62,A71,1,A102,1,A123,61,A142,A152,1,A171,2,A191,A202,male,PerturbTC48
[0.0009804964065551758],0,A11,4,A30,A44,2286,A62,A71,1,A102,1,A123,61,A142,A152,1,A171,2,A191,A202,female,PerturbTC48
[0.0009804964065551758],0,A11,4,A30,A44,2286,A62,A71,1,A102,1,A123,28,A142,A152,1,A171,2,A191,A202,male,PerturbTC48
[0.0009804964065551758],0,A11,4,A30,A44,2286,A62,A71,1,A102,1,A123,28,A142,A152,1,A171,2,A191,A202,female,PerturbTC48
[0.0009804964065551758],0,A11,4,A30,A44,2286,A62,A71,1,A102,1,A123,25,A142,A152,1,A171,2,A191,A202,male,PerturbTC48
[0.0009804964065551758],0,A11,4,A30,A44,2286,A62,A71,1,A102,1,A123,25,A142,A152,1,A171,2,A191,A202,female,PerturbTC48
[0.0009804964065551758],0,A11,4,A30,A44,2286,A62,A71,1,A102,1,A123,24,A142,A152,1,A171,2,A191,A202,male,PerturbTC48
[0.0009804964065551758],0,A11,4,A30,A44,2286,A62,A71,1,A102,1,A123,24,A142,A152,1,A171,2,A191,A202,female,PerturbTC48
[0.0009804964065551758],0,A11,4,A30,A44,2286,A62,A71,1,A102,1,A123,60,A142,A152,1,A171,2,A191,A202,male,PerturbTC48
[0.0009804964065551758],0,A11,4,A30,A44,2286,A62,A71,1,A102,1,A123,60,A142,A152,1,A171,2,A191,A202,female,PerturbTC48
[0.0009804964065551758],0,A11,4,A30,A44,2286,A62,A71,1,A102,1,A123,32,A142,A152,1,A171,2,A191,A202,male,PerturbTC48
[0.0009804964065551758],0,A11,4,A30,A44,2286,A62,A71,1,A102,1,A123,32,A142,A152,1,A171,2,A191,A202,female,PerturbTC48
[0.0009804964065551758],0,A11,4,A30,A44,2286,A62,A71,1,A102,1,A123,44,A142,A152,1,A171,2,A191,A202,male,PerturbTC48
[0.0009804964065551758],0,A11,4,A30,A44,2286,A62,A71,1,A102,1,A123,44,A142,A152,1,A171,2,A191,A202,female,PerturbTC48
[0.0009804964065551758],0,A11,4,A30,A44,2286,A62,A71,1,A102,1,A123,31,A142,A152,1,A171,2,A191,A202,male,PerturbTC48
[0.0009804964065551758],0,A11,4,A30,A44,2286,A62,A71,1,A102,1,A123,31,A142,A152,1,A171,2,A191,A202,female,PerturbTC48
