Expected_ModelPred,Expected_PredValue,age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,TC
[1.0],1,17,Federal-gov,1st-4th,13,Married-spouse-absent,Farming-fishing,Not-in-family,Black,Male,12099,1587,42,Taiwan,PerturbTC303
[1.0],1,17,Federal-gov,1st-4th,13,Married-spouse-absent,Farming-fishing,Not-in-family,Black,Female,12099,1587,42,Taiwan,PerturbTC303
[1.0],1,17,Federal-gov,1st-4th,13,Married-spouse-absent,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,12099,1587,42,Taiwan,PerturbTC303
[1.0],1,17,Federal-gov,1st-4th,13,Married-spouse-absent,Farming-fishing,Not-in-family,Asian-Pac-Islander,Female,12099,1587,42,Taiwan,PerturbTC303
[1.0],1,17,Federal-gov,1st-4th,13,Married-spouse-absent,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,12099,1587,42,Taiwan,PerturbTC303
[1.0],1,17,Federal-gov,1st-4th,13,Married-spouse-absent,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Female,12099,1587,42,Taiwan,OrigionalTC303
[1.0],1,17,Federal-gov,1st-4th,13,Married-spouse-absent,Farming-fishing,Not-in-family,Other,Male,12099,1587,42,Taiwan,PerturbTC303
[1.0],1,17,Federal-gov,1st-4th,13,Married-spouse-absent,Farming-fishing,Not-in-family,Other,Female,12099,1587,42,Taiwan,PerturbTC303
[1.0],1,17,Federal-gov,1st-4th,13,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,12099,1587,42,Taiwan,PerturbTC303
[1.0],1,17,Federal-gov,1st-4th,13,Married-spouse-absent,Farming-fishing,Not-in-family,White,Female,12099,1587,42,Taiwan,PerturbTC303
[0.010930061340332031],0,24,Federal-gov,Bachelors,9,Divorced,Handlers-cleaners,Not-in-family,Black,Male,0,115,42,Haiti,PerturbTC304
[0.010930061340332031],0,24,Federal-gov,Bachelors,9,Divorced,Handlers-cleaners,Not-in-family,Black,Female,0,115,42,Haiti,OrigionalTC304
[0.010930061340332031],0,24,Federal-gov,Bachelors,9,Divorced,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,115,42,Haiti,PerturbTC304
[0.010930061340332031],0,24,Federal-gov,Bachelors,9,Divorced,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,0,115,42,Haiti,PerturbTC304
[0.010930061340332031],0,24,Federal-gov,Bachelors,9,Divorced,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,0,115,42,Haiti,PerturbTC304
[0.010930061340332031],0,24,Federal-gov,Bachelors,9,Divorced,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,0,115,42,Haiti,PerturbTC304
[0.010930061340332031],0,24,Federal-gov,Bachelors,9,Divorced,Handlers-cleaners,Not-in-family,Other,Male,0,115,42,Haiti,PerturbTC304
[0.010930061340332031],0,24,Federal-gov,Bachelors,9,Divorced,Handlers-cleaners,Not-in-family,Other,Female,0,115,42,Haiti,PerturbTC304
[0.010930061340332031],0,24,Federal-gov,Bachelors,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,115,42,Haiti,PerturbTC304
[0.010930061340332031],0,24,Federal-gov,Bachelors,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,115,42,Haiti,PerturbTC304
[0.9999948740005493],1,27,Without-pay,HS-grad,13,Widowed,Prof-specialty,Wife,Black,Male,4386,1564,65,Haiti,PerturbTC305
[0.9999948740005493],1,27,Without-pay,HS-grad,13,Widowed,Prof-specialty,Wife,Black,Female,4386,1564,65,Haiti,PerturbTC305
[0.9999948740005493],1,27,Without-pay,HS-grad,13,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Male,4386,1564,65,Haiti,OrigionalTC305
[0.9999948740005493],1,27,Without-pay,HS-grad,13,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Female,4386,1564,65,Haiti,PerturbTC305
[0.9999948740005493],1,27,Without-pay,HS-grad,13,Widowed,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,4386,1564,65,Haiti,PerturbTC305
[0.9999948740005493],1,27,Without-pay,HS-grad,13,Widowed,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,4386,1564,65,Haiti,PerturbTC305
[0.9999948740005493],1,27,Without-pay,HS-grad,13,Widowed,Prof-specialty,Wife,Other,Male,4386,1564,65,Haiti,PerturbTC305
[0.9999948740005493],1,27,Without-pay,HS-grad,13,Widowed,Prof-specialty,Wife,Other,Female,4386,1564,65,Haiti,PerturbTC305
[0.9999948740005493],1,27,Without-pay,HS-grad,13,Widowed,Prof-specialty,Wife,White,Male,4386,1564,65,Haiti,PerturbTC305
[0.9999948740005493],1,27,Without-pay,HS-grad,13,Widowed,Prof-specialty,Wife,White,Female,4386,1564,65,Haiti,PerturbTC305
[0.9834686517715454],1,28,State-gov,11th,14,Never-married,Other-service,Own-child,Black,Male,3820,1587,31,Haiti,PerturbTC306
[0.9834686517715454],1,28,State-gov,11th,14,Never-married,Other-service,Own-child,Black,Female,3820,1587,31,Haiti,PerturbTC306
[0.9834686517715454],1,28,State-gov,11th,14,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,3820,1587,31,Haiti,PerturbTC306
[0.9834686517715454],1,28,State-gov,11th,14,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,3820,1587,31,Haiti,PerturbTC306
[0.9834686517715454],1,28,State-gov,11th,14,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,3820,1587,31,Haiti,PerturbTC306
[0.9834686517715454],1,28,State-gov,11th,14,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,3820,1587,31,Haiti,PerturbTC306
[0.9834686517715454],1,28,State-gov,11th,14,Never-married,Other-service,Own-child,Other,Male,3820,1587,31,Haiti,OrigionalTC306
[0.9834686517715454],1,28,State-gov,11th,14,Never-married,Other-service,Own-child,Other,Female,3820,1587,31,Haiti,PerturbTC306
[0.9834686517715454],1,28,State-gov,11th,14,Never-married,Other-service,Own-child,White,Male,3820,1587,31,Haiti,PerturbTC306
[0.9834686517715454],1,28,State-gov,11th,14,Never-married,Other-service,Own-child,White,Female,3820,1587,31,Haiti,PerturbTC306
[0.9997046589851379],1,89,Private,Masters,15,Married-civ-spouse,Sales,Unmarried,Black,Male,3103,1816,32,Haiti,PerturbTC307
[0.9997046589851379],1,89,Private,Masters,15,Married-civ-spouse,Sales,Unmarried,Black,Female,3103,1816,32,Haiti,PerturbTC307
[0.9997046589851379],1,89,Private,Masters,15,Married-civ-spouse,Sales,Unmarried,Asian-Pac-Islander,Male,3103,1816,32,Haiti,PerturbTC307
[0.9997046589851379],1,89,Private,Masters,15,Married-civ-spouse,Sales,Unmarried,Asian-Pac-Islander,Female,3103,1816,32,Haiti,PerturbTC307
[0.9997046589851379],1,89,Private,Masters,15,Married-civ-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,3103,1816,32,Haiti,OrigionalTC307
[0.9997046589851379],1,89,Private,Masters,15,Married-civ-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Female,3103,1816,32,Haiti,PerturbTC307
[0.9997046589851379],1,89,Private,Masters,15,Married-civ-spouse,Sales,Unmarried,Other,Male,3103,1816,32,Haiti,PerturbTC307
[0.9997046589851379],1,89,Private,Masters,15,Married-civ-spouse,Sales,Unmarried,Other,Female,3103,1816,32,Haiti,PerturbTC307
[0.9997046589851379],1,89,Private,Masters,15,Married-civ-spouse,Sales,Unmarried,White,Male,3103,1816,32,Haiti,PerturbTC307
[0.9997046589851379],1,89,Private,Masters,15,Married-civ-spouse,Sales,Unmarried,White,Female,3103,1816,32,Haiti,PerturbTC307
[1.0],1,17,Local-gov,9th,1,Married-spouse-absent,Transport-moving,Other-relative,Black,Male,12099,1828,35,Haiti,PerturbTC308
[1.0],1,17,Local-gov,9th,1,Married-spouse-absent,Transport-moving,Other-relative,Black,Female,12099,1828,35,Haiti,PerturbTC308
[1.0],1,17,Local-gov,9th,1,Married-spouse-absent,Transport-moving,Other-relative,Asian-Pac-Islander,Male,12099,1828,35,Haiti,PerturbTC308
[1.0],1,17,Local-gov,9th,1,Married-spouse-absent,Transport-moving,Other-relative,Asian-Pac-Islander,Female,12099,1828,35,Haiti,PerturbTC308
[1.0],1,17,Local-gov,9th,1,Married-spouse-absent,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,12099,1828,35,Haiti,PerturbTC308
[1.0],1,17,Local-gov,9th,1,Married-spouse-absent,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,12099,1828,35,Haiti,OrigionalTC308
[1.0],1,17,Local-gov,9th,1,Married-spouse-absent,Transport-moving,Other-relative,Other,Male,12099,1828,35,Haiti,PerturbTC308
[1.0],1,17,Local-gov,9th,1,Married-spouse-absent,Transport-moving,Other-relative,Other,Female,12099,1828,35,Haiti,PerturbTC308
[1.0],1,17,Local-gov,9th,1,Married-spouse-absent,Transport-moving,Other-relative,White,Male,12099,1828,35,Haiti,PerturbTC308
[1.0],1,17,Local-gov,9th,1,Married-spouse-absent,Transport-moving,Other-relative,White,Female,12099,1828,35,Haiti,PerturbTC308
[1.0],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Black,Male,12099,2008,40,Haiti,OrigionalTC309
[1.0],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Black,Female,12099,2008,40,Haiti,PerturbTC309
[1.0],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Asian-Pac-Islander,Male,12099,2008,40,Haiti,PerturbTC309
[1.0],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Asian-Pac-Islander,Female,12099,2008,40,Haiti,PerturbTC309
[1.0],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,12099,2008,40,Haiti,PerturbTC309
[1.0],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,12099,2008,40,Haiti,PerturbTC309
[1.0],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Other,Male,12099,2008,40,Haiti,PerturbTC309
[1.0],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Other,Female,12099,2008,40,Haiti,PerturbTC309
[1.0],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,White,Male,12099,2008,40,Haiti,PerturbTC309
[1.0],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,White,Female,12099,2008,40,Haiti,PerturbTC309
[1.0],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Husband,Black,Male,12099,2507,44,Haiti,PerturbTC310
[1.0],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Husband,Black,Female,12099,2507,44,Haiti,PerturbTC310
[1.0],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,12099,2507,44,Haiti,PerturbTC310
[1.0],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,12099,2507,44,Haiti,OrigionalTC310
[1.0],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,12099,2507,44,Haiti,PerturbTC310
[1.0],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Female,12099,2507,44,Haiti,PerturbTC310
[1.0],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Husband,Other,Male,12099,2507,44,Haiti,PerturbTC310
[1.0],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Husband,Other,Female,12099,2507,44,Haiti,PerturbTC310
[1.0],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Husband,White,Male,12099,2507,44,Haiti,PerturbTC310
[1.0],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Husband,White,Female,12099,2507,44,Haiti,PerturbTC310
[1.0],1,37,Without-pay,7th-8th,9,Married-AF-spouse,Tech-support,Husband,Black,Male,12099,1894,50,Haiti,PerturbTC311
[1.0],1,37,Without-pay,7th-8th,9,Married-AF-spouse,Tech-support,Husband,Black,Female,12099,1894,50,Haiti,PerturbTC311
[1.0],1,37,Without-pay,7th-8th,9,Married-AF-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,12099,1894,50,Haiti,PerturbTC311
[1.0],1,37,Without-pay,7th-8th,9,Married-AF-spouse,Tech-support,Husband,Asian-Pac-Islander,Female,12099,1894,50,Haiti,PerturbTC311
[1.0],1,37,Without-pay,7th-8th,9,Married-AF-spouse,Tech-support,Husband,Amer-Indian-Eskimo,Male,12099,1894,50,Haiti,PerturbTC311
[1.0],1,37,Without-pay,7th-8th,9,Married-AF-spouse,Tech-support,Husband,Amer-Indian-Eskimo,Female,12099,1894,50,Haiti,PerturbTC311
[1.0],1,37,Without-pay,7th-8th,9,Married-AF-spouse,Tech-support,Husband,Other,Male,12099,1894,50,Haiti,OrigionalTC311
[1.0],1,37,Without-pay,7th-8th,9,Married-AF-spouse,Tech-support,Husband,Other,Female,12099,1894,50,Haiti,PerturbTC311
[1.0],1,37,Without-pay,7th-8th,9,Married-AF-spouse,Tech-support,Husband,White,Male,12099,1894,50,Haiti,PerturbTC311
[1.0],1,37,Without-pay,7th-8th,9,Married-AF-spouse,Tech-support,Husband,White,Female,12099,1894,50,Haiti,PerturbTC311
[0.9918527603149414],1,22,Without-pay,Doctorate,1,Married-AF-spouse,Craft-repair,Husband,Black,Male,3820,1894,42,Haiti,PerturbTC312
[0.9918527603149414],1,22,Without-pay,Doctorate,1,Married-AF-spouse,Craft-repair,Husband,Black,Female,3820,1894,42,Haiti,PerturbTC312
[0.9918527603149414],1,22,Without-pay,Doctorate,1,Married-AF-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,3820,1894,42,Haiti,OrigionalTC312
[0.9918527603149414],1,22,Without-pay,Doctorate,1,Married-AF-spouse,Craft-repair,Husband,Asian-Pac-Islander,Female,3820,1894,42,Haiti,PerturbTC312
[0.9918527603149414],1,22,Without-pay,Doctorate,1,Married-AF-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,3820,1894,42,Haiti,PerturbTC312
[0.9918527603149414],1,22,Without-pay,Doctorate,1,Married-AF-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Female,3820,1894,42,Haiti,PerturbTC312
[0.9918527603149414],1,22,Without-pay,Doctorate,1,Married-AF-spouse,Craft-repair,Husband,Other,Male,3820,1894,42,Haiti,PerturbTC312
[0.9918527603149414],1,22,Without-pay,Doctorate,1,Married-AF-spouse,Craft-repair,Husband,Other,Female,3820,1894,42,Haiti,PerturbTC312
[0.9918527603149414],1,22,Without-pay,Doctorate,1,Married-AF-spouse,Craft-repair,Husband,White,Male,3820,1894,42,Haiti,PerturbTC312
[0.9918527603149414],1,22,Without-pay,Doctorate,1,Married-AF-spouse,Craft-repair,Husband,White,Female,3820,1894,42,Haiti,PerturbTC312
[0.9999302625656128],1,22,Without-pay,Assoc-voc,4,Married-civ-spouse,Protective-serv,Unmarried,Black,Male,4386,2507,65,Haiti,PerturbTC313
[0.9999302625656128],1,22,Without-pay,Assoc-voc,4,Married-civ-spouse,Protective-serv,Unmarried,Black,Female,4386,2507,65,Haiti,PerturbTC313
[0.9999302625656128],1,22,Without-pay,Assoc-voc,4,Married-civ-spouse,Protective-serv,Unmarried,Asian-Pac-Islander,Male,4386,2507,65,Haiti,OrigionalTC313
[0.9999302625656128],1,22,Without-pay,Assoc-voc,4,Married-civ-spouse,Protective-serv,Unmarried,Asian-Pac-Islander,Female,4386,2507,65,Haiti,PerturbTC313
[0.9999302625656128],1,22,Without-pay,Assoc-voc,4,Married-civ-spouse,Protective-serv,Unmarried,Amer-Indian-Eskimo,Male,4386,2507,65,Haiti,PerturbTC313
[0.9999302625656128],1,22,Without-pay,Assoc-voc,4,Married-civ-spouse,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,4386,2507,65,Haiti,PerturbTC313
[0.9999302625656128],1,22,Without-pay,Assoc-voc,4,Married-civ-spouse,Protective-serv,Unmarried,Other,Male,4386,2507,65,Haiti,PerturbTC313
[0.9999302625656128],1,22,Without-pay,Assoc-voc,4,Married-civ-spouse,Protective-serv,Unmarried,Other,Female,4386,2507,65,Haiti,PerturbTC313
[0.9999302625656128],1,22,Without-pay,Assoc-voc,4,Married-civ-spouse,Protective-serv,Unmarried,White,Male,4386,2507,65,Haiti,PerturbTC313
[0.9999302625656128],1,22,Without-pay,Assoc-voc,4,Married-civ-spouse,Protective-serv,Unmarried,White,Female,4386,2507,65,Haiti,PerturbTC313
[0.9961762428283691],1,24,Without-pay,Prof-school,13,Never-married,Armed-Forces,Own-child,Black,Male,3103,1816,50,Haiti,PerturbTC314
[0.9961762428283691],1,24,Without-pay,Prof-school,13,Never-married,Armed-Forces,Own-child,Black,Female,3103,1816,50,Haiti,PerturbTC314
[0.9961762428283691],1,24,Without-pay,Prof-school,13,Never-married,Armed-Forces,Own-child,Asian-Pac-Islander,Male,3103,1816,50,Haiti,OrigionalTC314
[0.9961762428283691],1,24,Without-pay,Prof-school,13,Never-married,Armed-Forces,Own-child,Asian-Pac-Islander,Female,3103,1816,50,Haiti,PerturbTC314
[0.9961762428283691],1,24,Without-pay,Prof-school,13,Never-married,Armed-Forces,Own-child,Amer-Indian-Eskimo,Male,3103,1816,50,Haiti,PerturbTC314
[0.9961762428283691],1,24,Without-pay,Prof-school,13,Never-married,Armed-Forces,Own-child,Amer-Indian-Eskimo,Female,3103,1816,50,Haiti,PerturbTC314
[0.9961762428283691],1,24,Without-pay,Prof-school,13,Never-married,Armed-Forces,Own-child,Other,Male,3103,1816,50,Haiti,PerturbTC314
[0.9961762428283691],1,24,Without-pay,Prof-school,13,Never-married,Armed-Forces,Own-child,Other,Female,3103,1816,50,Haiti,PerturbTC314
[0.9961762428283691],1,24,Without-pay,Prof-school,13,Never-married,Armed-Forces,Own-child,White,Male,3103,1816,50,Haiti,PerturbTC314
[0.9961762428283691],1,24,Without-pay,Prof-school,13,Never-married,Armed-Forces,Own-child,White,Female,3103,1816,50,Haiti,PerturbTC314
[0.998752236366272],1,28,Federal-gov,5th-6th,15,Married-civ-spouse,Priv-house-serv,Other-relative,Black,Male,3820,115,44,Haiti,PerturbTC315
[0.998752236366272],1,28,Federal-gov,5th-6th,15,Married-civ-spouse,Priv-house-serv,Other-relative,Black,Female,3820,115,44,Haiti,OrigionalTC315
[0.998752236366272],1,28,Federal-gov,5th-6th,15,Married-civ-spouse,Priv-house-serv,Other-relative,Asian-Pac-Islander,Male,3820,115,44,Haiti,PerturbTC315
[0.998752236366272],1,28,Federal-gov,5th-6th,15,Married-civ-spouse,Priv-house-serv,Other-relative,Asian-Pac-Islander,Female,3820,115,44,Haiti,PerturbTC315
[0.998752236366272],1,28,Federal-gov,5th-6th,15,Married-civ-spouse,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Male,3820,115,44,Haiti,PerturbTC315
[0.998752236366272],1,28,Federal-gov,5th-6th,15,Married-civ-spouse,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Female,3820,115,44,Haiti,PerturbTC315
[0.998752236366272],1,28,Federal-gov,5th-6th,15,Married-civ-spouse,Priv-house-serv,Other-relative,Other,Male,3820,115,44,Haiti,PerturbTC315
[0.998752236366272],1,28,Federal-gov,5th-6th,15,Married-civ-spouse,Priv-house-serv,Other-relative,Other,Female,3820,115,44,Haiti,PerturbTC315
[0.998752236366272],1,28,Federal-gov,5th-6th,15,Married-civ-spouse,Priv-house-serv,Other-relative,White,Male,3820,115,44,Haiti,PerturbTC315
[0.998752236366272],1,28,Federal-gov,5th-6th,15,Married-civ-spouse,Priv-house-serv,Other-relative,White,Female,3820,115,44,Haiti,PerturbTC315
[0.9609344601631165],1,24,State-gov,10th,4,Divorced,Adm-clerical,Not-in-family,Black,Male,3820,1587,31,Haiti,OrigionalTC316
[0.9609344601631165],1,24,State-gov,10th,4,Divorced,Adm-clerical,Not-in-family,Black,Female,3820,1587,31,Haiti,PerturbTC316
[0.9609344601631165],1,24,State-gov,10th,4,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,3820,1587,31,Haiti,PerturbTC316
[0.9609344601631165],1,24,State-gov,10th,4,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,3820,1587,31,Haiti,PerturbTC316
[0.9609344601631165],1,24,State-gov,10th,4,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,3820,1587,31,Haiti,PerturbTC316
[0.9609344601631165],1,24,State-gov,10th,4,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,3820,1587,31,Haiti,PerturbTC316
[0.9609344601631165],1,24,State-gov,10th,4,Divorced,Adm-clerical,Not-in-family,Other,Male,3820,1587,31,Haiti,PerturbTC316
[0.9609344601631165],1,24,State-gov,10th,4,Divorced,Adm-clerical,Not-in-family,Other,Female,3820,1587,31,Haiti,PerturbTC316
[0.9609344601631165],1,24,State-gov,10th,4,Divorced,Adm-clerical,Not-in-family,White,Male,3820,1587,31,Haiti,PerturbTC316
[0.9609344601631165],1,24,State-gov,10th,4,Divorced,Adm-clerical,Not-in-family,White,Female,3820,1587,31,Haiti,PerturbTC316
[0.9988306760787964],1,22,Self-emp-inc,Preschool,4,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Male,4386,1564,31,Haiti,PerturbTC317
[0.9988306760787964],1,22,Self-emp-inc,Preschool,4,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Female,4386,1564,31,Haiti,PerturbTC317
[0.9988306760787964],1,22,Self-emp-inc,Preschool,4,Married-civ-spouse,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,4386,1564,31,Haiti,PerturbTC317
[0.9988306760787964],1,22,Self-emp-inc,Preschool,4,Married-civ-spouse,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,4386,1564,31,Haiti,PerturbTC317
[0.9988306760787964],1,22,Self-emp-inc,Preschool,4,Married-civ-spouse,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,4386,1564,31,Haiti,PerturbTC317
[0.9988306760787964],1,22,Self-emp-inc,Preschool,4,Married-civ-spouse,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,4386,1564,31,Haiti,OrigionalTC317
[0.9988306760787964],1,22,Self-emp-inc,Preschool,4,Married-civ-spouse,Exec-managerial,Not-in-family,Other,Male,4386,1564,31,Haiti,PerturbTC317
[0.9988306760787964],1,22,Self-emp-inc,Preschool,4,Married-civ-spouse,Exec-managerial,Not-in-family,Other,Female,4386,1564,31,Haiti,PerturbTC317
[0.9988306760787964],1,22,Self-emp-inc,Preschool,4,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,4386,1564,31,Haiti,PerturbTC317
[0.9988306760787964],1,22,Self-emp-inc,Preschool,4,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,4386,1564,31,Haiti,PerturbTC317
[0.9995624423027039],1,22,State-gov,12th,14,Married-AF-spouse,Adm-clerical,Not-in-family,Black,Male,3820,1894,42,Haiti,OrigionalTC318
[0.9995624423027039],1,22,State-gov,12th,14,Married-AF-spouse,Adm-clerical,Not-in-family,Black,Female,3820,1894,42,Haiti,PerturbTC318
[0.9995624423027039],1,22,State-gov,12th,14,Married-AF-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,3820,1894,42,Haiti,PerturbTC318
[0.9995624423027039],1,22,State-gov,12th,14,Married-AF-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,3820,1894,42,Haiti,PerturbTC318
[0.9995624423027039],1,22,State-gov,12th,14,Married-AF-spouse,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,3820,1894,42,Haiti,PerturbTC318
[0.9995624423027039],1,22,State-gov,12th,14,Married-AF-spouse,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,3820,1894,42,Haiti,PerturbTC318
[0.9995624423027039],1,22,State-gov,12th,14,Married-AF-spouse,Adm-clerical,Not-in-family,Other,Male,3820,1894,42,Haiti,PerturbTC318
[0.9995624423027039],1,22,State-gov,12th,14,Married-AF-spouse,Adm-clerical,Not-in-family,Other,Female,3820,1894,42,Haiti,PerturbTC318
[0.9995624423027039],1,22,State-gov,12th,14,Married-AF-spouse,Adm-clerical,Not-in-family,White,Male,3820,1894,42,Haiti,PerturbTC318
[0.9995624423027039],1,22,State-gov,12th,14,Married-AF-spouse,Adm-clerical,Not-in-family,White,Female,3820,1894,42,Haiti,PerturbTC318
[0.7978310585021973],1,24,Private,1st-4th,1,Divorced,Farming-fishing,Unmarried,Black,Male,4386,115,32,Haiti,PerturbTC319
[0.7978310585021973],1,24,Private,1st-4th,1,Divorced,Farming-fishing,Unmarried,Black,Female,4386,115,32,Haiti,PerturbTC319
[0.7978310585021973],1,24,Private,1st-4th,1,Divorced,Farming-fishing,Unmarried,Asian-Pac-Islander,Male,4386,115,32,Haiti,OrigionalTC319
[0.7978310585021973],1,24,Private,1st-4th,1,Divorced,Farming-fishing,Unmarried,Asian-Pac-Islander,Female,4386,115,32,Haiti,PerturbTC319
[0.7978310585021973],1,24,Private,1st-4th,1,Divorced,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,4386,115,32,Haiti,PerturbTC319
[0.7978310585021973],1,24,Private,1st-4th,1,Divorced,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Female,4386,115,32,Haiti,PerturbTC319
[0.7978310585021973],1,24,Private,1st-4th,1,Divorced,Farming-fishing,Unmarried,Other,Male,4386,115,32,Haiti,PerturbTC319
[0.7978310585021973],1,24,Private,1st-4th,1,Divorced,Farming-fishing,Unmarried,Other,Female,4386,115,32,Haiti,PerturbTC319
[0.7978310585021973],1,24,Private,1st-4th,1,Divorced,Farming-fishing,Unmarried,White,Male,4386,115,32,Haiti,PerturbTC319
[0.7978310585021973],1,24,Private,1st-4th,1,Divorced,Farming-fishing,Unmarried,White,Female,4386,115,32,Haiti,PerturbTC319
[0.049243271350860596],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Black,Male,0,115,42,Portugal,PerturbTC320
[0.049243271350860596],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Black,Female,0,115,42,Portugal,OrigionalTC320
[0.049243271350860596],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,115,42,Portugal,PerturbTC320
[0.049243271350860596],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,0,115,42,Portugal,PerturbTC320
[0.049243271350860596],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,0,115,42,Portugal,PerturbTC320
[0.049243271350860596],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,0,115,42,Portugal,PerturbTC320
[0.049243271350860596],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Other,Male,0,115,42,Portugal,PerturbTC320
[0.049243271350860596],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Other,Female,0,115,42,Portugal,PerturbTC320
