Expected_ModelPred,Expected_PredValue,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,TC
[0.2964653968811035],0,Female,54,25 - 45,Caucasian,1,3,2,2,F,PerturbTC50
[0.2964653968811035],0,Male,54,25 - 45,Hispanic,1,3,2,2,F,PerturbTC50
[0.2964653968811035],0,Female,54,25 - 45,Hispanic,1,3,2,2,F,PerturbTC50
[0.2964653968811035],0,Male,54,25 - 45,Native American,1,3,2,2,F,PerturbTC50
[0.2964653968811035],0,Female,54,25 - 45,Native American,1,3,2,2,F,PerturbTC50
[0.2964653968811035],0,Male,54,25 - 45,Asian,1,3,2,2,F,PerturbTC50
[0.2964653968811035],0,Female,54,25 - 45,Asian,1,3,2,2,F,PerturbTC50
[0.44507256150245667],0,Male,54,25 - 45,Other,4,5,3,3,M,PerturbTC51
[0.44507256150245667],0,Female,54,25 - 45,Other,4,5,3,3,M,PerturbTC51
[0.44507256150245667],0,Male,54,25 - 45,African-American,4,5,3,3,M,OrigionalTC51
[0.44507256150245667],0,Female,54,25 - 45,African-American,4,5,3,3,M,PerturbTC51
[0.44507256150245667],0,Male,54,25 - 45,Caucasian,4,5,3,3,M,PerturbTC51
[0.44507256150245667],0,Female,54,25 - 45,Caucasian,4,5,3,3,M,PerturbTC51
[0.44507256150245667],0,Male,54,25 - 45,Hispanic,4,5,3,3,M,PerturbTC51
[0.44507256150245667],0,Female,54,25 - 45,Hispanic,4,5,3,3,M,PerturbTC51
[0.44507256150245667],0,Male,54,25 - 45,Native American,4,5,3,3,M,PerturbTC51
[0.44507256150245667],0,Female,54,25 - 45,Native American,4,5,3,3,M,PerturbTC51
[0.44507256150245667],0,Male,54,25 - 45,Asian,4,5,3,3,M,PerturbTC51
[0.44507256150245667],0,Female,54,25 - 45,Asian,4,5,3,3,M,PerturbTC51
[0.7136630415916443],1,Male,54,Greater than 45,Other,2,1,4,6,M,PerturbTC52
[0.7136630415916443],1,Female,54,Greater than 45,Other,2,1,4,6,M,PerturbTC52
[0.7136630415916443],1,Male,54,Greater than 45,African-American,2,1,4,6,M,PerturbTC52
[0.7136630415916443],1,Female,54,Greater than 45,African-American,2,1,4,6,M,PerturbTC52
[0.7136630415916443],1,Male,54,Greater than 45,Caucasian,2,1,4,6,M,PerturbTC52
[0.7136630415916443],1,Female,54,Greater than 45,Caucasian,2,1,4,6,M,OrigionalTC52
[0.7136630415916443],1,Male,54,Greater than 45,Hispanic,2,1,4,6,M,PerturbTC52
[0.7136630415916443],1,Female,54,Greater than 45,Hispanic,2,1,4,6,M,PerturbTC52
[0.7136630415916443],1,Male,54,Greater than 45,Native American,2,1,4,6,M,PerturbTC52
[0.7136630415916443],1,Female,54,Greater than 45,Native American,2,1,4,6,M,PerturbTC52
[0.7136630415916443],1,Male,54,Greater than 45,Asian,2,1,4,6,M,PerturbTC52
[0.7136630415916443],1,Female,54,Greater than 45,Asian,2,1,4,6,M,PerturbTC52
[0.7136630415916443],1,Male,54,25 - 45,Other,3,1,5,8,F,PerturbTC53
[0.7136630415916443],1,Female,54,25 - 45,Other,3,1,5,8,F,PerturbTC53
[0.7136630415916443],1,Male,54,25 - 45,African-American,3,1,5,8,F,PerturbTC53
[0.7136630415916443],1,Female,54,25 - 45,African-American,3,1,5,8,F,PerturbTC53
[0.7136630415916443],1,Male,54,25 - 45,Caucasian,3,1,5,8,F,PerturbTC53
[0.7136630415916443],1,Female,54,25 - 45,Caucasian,3,1,5,8,F,PerturbTC53
[0.7136630415916443],1,Male,54,25 - 45,Hispanic,3,1,5,8,F,PerturbTC53
[0.7136630415916443],1,Female,54,25 - 45,Hispanic,3,1,5,8,F,OrigionalTC53
[0.7136630415916443],1,Male,54,25 - 45,Native American,3,1,5,8,F,PerturbTC53
[0.7136630415916443],1,Female,54,25 - 45,Native American,3,1,5,8,F,PerturbTC53
[0.7136630415916443],1,Male,54,25 - 45,Asian,3,1,5,8,F,PerturbTC53
[0.7136630415916443],1,Female,54,25 - 45,Asian,3,1,5,8,F,PerturbTC53
[0.9584696292877197],1,Male,54,Less than 25,Other,2,2,6,18,M,PerturbTC54
[0.9584696292877197],1,Female,54,Less than 25,Other,2,2,6,18,M,PerturbTC54
[0.9584696292877197],1,Male,54,Less than 25,African-American,2,2,6,18,M,PerturbTC54
[0.9584696292877197],1,Female,54,Less than 25,African-American,2,2,6,18,M,PerturbTC54
[0.9584696292877197],1,Male,54,Less than 25,Caucasian,2,2,6,18,M,PerturbTC54
[0.9584696292877197],1,Female,54,Less than 25,Caucasian,2,2,6,18,M,PerturbTC54
[0.9584696292877197],1,Male,54,Less than 25,Hispanic,2,2,6,18,M,OrigionalTC54
[0.9584696292877197],1,Female,54,Less than 25,Hispanic,2,2,6,18,M,PerturbTC54
[0.9584696292877197],1,Male,54,Less than 25,Native American,2,2,6,18,M,PerturbTC54
[0.9584696292877197],1,Female,54,Less than 25,Native American,2,2,6,18,M,PerturbTC54
[0.9584696292877197],1,Male,54,Less than 25,Asian,2,2,6,18,M,PerturbTC54
[0.9584696292877197],1,Female,54,Less than 25,Asian,2,2,6,18,M,PerturbTC54
[0.22449493408203125],0,Male,54,Greater than 45,Other,6,3,7,0,F,PerturbTC55
[0.22449493408203125],0,Female,54,Greater than 45,Other,6,3,7,0,F,PerturbTC55
[0.22449493408203125],0,Male,54,Greater than 45,African-American,6,3,7,0,F,PerturbTC55
[0.22449493408203125],0,Female,54,Greater than 45,African-American,6,3,7,0,F,PerturbTC55
[0.22449493408203125],0,Male,54,Greater than 45,Caucasian,6,3,7,0,F,PerturbTC55
[0.22449493408203125],0,Female,54,Greater than 45,Caucasian,6,3,7,0,F,PerturbTC55
[0.22449493408203125],0,Male,54,Greater than 45,Hispanic,6,3,7,0,F,PerturbTC55
[0.22449493408203125],0,Female,54,Greater than 45,Hispanic,6,3,7,0,F,PerturbTC55
[0.22449493408203125],0,Male,54,Greater than 45,Native American,6,3,7,0,F,OrigionalTC55
[0.22449493408203125],0,Female,54,Greater than 45,Native American,6,3,7,0,F,PerturbTC55
[0.22449493408203125],0,Male,54,Greater than 45,Asian,6,3,7,0,F,PerturbTC55
[0.22449493408203125],0,Female,54,Greater than 45,Asian,6,3,7,0,F,PerturbTC55
[0.14956802129745483],0,Male,72,Less than 25,Other,0,0,0,1,F,PerturbTC56
[0.14956802129745483],0,Female,72,Less than 25,Other,0,0,0,1,F,PerturbTC56
[0.14956802129745483],0,Male,72,Less than 25,African-American,0,0,0,1,F,PerturbTC56
[0.14956802129745483],0,Female,72,Less than 25,African-American,0,0,0,1,F,PerturbTC56
[0.14956802129745483],0,Male,72,Less than 25,Caucasian,0,0,0,1,F,PerturbTC56
[0.14956802129745483],0,Female,72,Less than 25,Caucasian,0,0,0,1,F,PerturbTC56
[0.14956802129745483],0,Male,72,Less than 25,Hispanic,0,0,0,1,F,PerturbTC56
[0.14956802129745483],0,Female,72,Less than 25,Hispanic,0,0,0,1,F,PerturbTC56
[0.14956802129745483],0,Male,72,Less than 25,Native American,0,0,0,1,F,OrigionalTC56
[0.14956802129745483],0,Female,72,Less than 25,Native American,0,0,0,1,F,PerturbTC56
[0.14956802129745483],0,Male,72,Less than 25,Asian,0,0,0,1,F,PerturbTC56
[0.14956802129745483],0,Female,72,Less than 25,Asian,0,0,0,1,F,PerturbTC56
[0.1770084798336029],0,Male,72,Greater than 45,Other,1,2,1,2,M,PerturbTC57
[0.1770084798336029],0,Female,72,Greater than 45,Other,1,2,1,2,M,PerturbTC57
[0.1770084798336029],0,Male,72,Greater than 45,African-American,1,2,1,2,M,PerturbTC57
[0.1770084798336029],0,Female,72,Greater than 45,African-American,1,2,1,2,M,PerturbTC57
[0.1770084798336029],0,Male,72,Greater than 45,Caucasian,1,2,1,2,M,PerturbTC57
[0.1770084798336029],0,Female,72,Greater than 45,Caucasian,1,2,1,2,M,PerturbTC57
[0.1770084798336029],0,Male,72,Greater than 45,Hispanic,1,2,1,2,M,PerturbTC57
[0.1770084798336029],0,Female,72,Greater than 45,Hispanic,1,2,1,2,M,PerturbTC57
[0.1770084798336029],0,Male,72,Greater than 45,Native American,1,2,1,2,M,PerturbTC57
[0.1770084798336029],0,Female,72,Greater than 45,Native American,1,2,1,2,M,PerturbTC57
[0.1770084798336029],0,Male,72,Greater than 45,Asian,1,2,1,2,M,PerturbTC57
[0.1770084798336029],0,Female,72,Greater than 45,Asian,1,2,1,2,M,OrigionalTC57
[0.23956483602523804],0,Male,72,25 - 45,Other,2,3,2,3,F,OrigionalTC58
[0.23956483602523804],0,Female,72,25 - 45,Other,2,3,2,3,F,PerturbTC58
[0.23956483602523804],0,Male,72,25 - 45,African-American,2,3,2,3,F,PerturbTC58
[0.23956483602523804],0,Female,72,25 - 45,African-American,2,3,2,3,F,PerturbTC58
[0.23956483602523804],0,Male,72,25 - 45,Caucasian,2,3,2,3,F,PerturbTC58
[0.23956483602523804],0,Female,72,25 - 45,Caucasian,2,3,2,3,F,PerturbTC58
[0.23956483602523804],0,Male,72,25 - 45,Hispanic,2,3,2,3,F,PerturbTC58
[0.23956483602523804],0,Female,72,25 - 45,Hispanic,2,3,2,3,F,PerturbTC58
[0.23956483602523804],0,Male,72,25 - 45,Native American,2,3,2,3,F,PerturbTC58
[0.23956483602523804],0,Female,72,25 - 45,Native American,2,3,2,3,F,PerturbTC58
[0.23956483602523804],0,Male,72,25 - 45,Asian,2,3,2,3,F,PerturbTC58
[0.23956483602523804],0,Female,72,25 - 45,Asian,2,3,2,3,F,PerturbTC58
[0.6073250770568848],1,Male,72,Greater than 45,Other,3,5,3,6,M,PerturbTC59
[0.6073250770568848],1,Female,72,Greater than 45,Other,3,5,3,6,M,PerturbTC59
[0.6073250770568848],1,Male,72,Greater than 45,African-American,3,5,3,6,M,OrigionalTC59
[0.6073250770568848],1,Female,72,Greater than 45,African-American,3,5,3,6,M,PerturbTC59
[0.6073250770568848],1,Male,72,Greater than 45,Caucasian,3,5,3,6,M,PerturbTC59
[0.6073250770568848],1,Female,72,Greater than 45,Caucasian,3,5,3,6,M,PerturbTC59
[0.6073250770568848],1,Male,72,Greater than 45,Hispanic,3,5,3,6,M,PerturbTC59
[0.6073250770568848],1,Female,72,Greater than 45,Hispanic,3,5,3,6,M,PerturbTC59
[0.6073250770568848],1,Male,72,Greater than 45,Native American,3,5,3,6,M,PerturbTC59
[0.6073250770568848],1,Female,72,Greater than 45,Native American,3,5,3,6,M,PerturbTC59
[0.6073250770568848],1,Male,72,Greater than 45,Asian,3,5,3,6,M,PerturbTC59
[0.6073250770568848],1,Female,72,Greater than 45,Asian,3,5,3,6,M,PerturbTC59
[0.7101802229881287],1,Male,72,Less than 25,Other,6,1,4,8,F,PerturbTC60
[0.7101802229881287],1,Female,72,Less than 25,Other,6,1,4,8,F,PerturbTC60
[0.7101802229881287],1,Male,72,Less than 25,African-American,6,1,4,8,F,PerturbTC60
[0.7101802229881287],1,Female,72,Less than 25,African-American,6,1,4,8,F,PerturbTC60
[0.7101802229881287],1,Male,72,Less than 25,Caucasian,6,1,4,8,F,PerturbTC60
[0.7101802229881287],1,Female,72,Less than 25,Caucasian,6,1,4,8,F,OrigionalTC60
[0.7101802229881287],1,Male,72,Less than 25,Hispanic,6,1,4,8,F,PerturbTC60
[0.7101802229881287],1,Female,72,Less than 25,Hispanic,6,1,4,8,F,PerturbTC60
[0.7101802229881287],1,Male,72,Less than 25,Native American,6,1,4,8,F,PerturbTC60
[0.7101802229881287],1,Female,72,Less than 25,Native American,6,1,4,8,F,PerturbTC60
[0.7101802229881287],1,Male,72,Less than 25,Asian,6,1,4,8,F,PerturbTC60
[0.7101802229881287],1,Female,72,Less than 25,Asian,6,1,4,8,F,PerturbTC60
[0.7409383058547974],1,Male,72,Greater than 45,Other,1,2,5,18,M,PerturbTC61
[0.7409383058547974],1,Female,72,Greater than 45,Other,1,2,5,18,M,PerturbTC61
[0.7409383058547974],1,Male,72,Greater than 45,African-American,1,2,5,18,M,PerturbTC61
[0.7409383058547974],1,Female,72,Greater than 45,African-American,1,2,5,18,M,PerturbTC61
[0.7409383058547974],1,Male,72,Greater than 45,Caucasian,1,2,5,18,M,PerturbTC61
[0.7409383058547974],1,Female,72,Greater than 45,Caucasian,1,2,5,18,M,PerturbTC61
[0.7409383058547974],1,Male,72,Greater than 45,Hispanic,1,2,5,18,M,PerturbTC61
[0.7409383058547974],1,Female,72,Greater than 45,Hispanic,1,2,5,18,M,OrigionalTC61
[0.7409383058547974],1,Male,72,Greater than 45,Native American,1,2,5,18,M,PerturbTC61
[0.7409383058547974],1,Female,72,Greater than 45,Native American,1,2,5,18,M,PerturbTC61
[0.7409383058547974],1,Male,72,Greater than 45,Asian,1,2,5,18,M,PerturbTC61
[0.7409383058547974],1,Female,72,Greater than 45,Asian,1,2,5,18,M,PerturbTC61
[0.09686794877052307],0,Male,72,Greater than 45,Other,4,3,6,0,M,PerturbTC62
[0.09686794877052307],0,Female,72,Greater than 45,Other,4,3,6,0,M,PerturbTC62
[0.09686794877052307],0,Male,72,Greater than 45,African-American,4,3,6,0,M,PerturbTC62
[0.09686794877052307],0,Female,72,Greater than 45,African-American,4,3,6,0,M,OrigionalTC62
[0.09686794877052307],0,Male,72,Greater than 45,Caucasian,4,3,6,0,M,PerturbTC62
[0.09686794877052307],0,Female,72,Greater than 45,Caucasian,4,3,6,0,M,PerturbTC62
[0.09686794877052307],0,Male,72,Greater than 45,Hispanic,4,3,6,0,M,PerturbTC62
[0.09686794877052307],0,Female,72,Greater than 45,Hispanic,4,3,6,0,M,PerturbTC62
[0.09686794877052307],0,Male,72,Greater than 45,Native American,4,3,6,0,M,PerturbTC62
[0.09686794877052307],0,Female,72,Greater than 45,Native American,4,3,6,0,M,PerturbTC62
[0.09686794877052307],0,Male,72,Greater than 45,Asian,4,3,6,0,M,PerturbTC62
[0.09686794877052307],0,Female,72,Greater than 45,Asian,4,3,6,0,M,PerturbTC62
[0.6181424260139465],1,Male,72,Greater than 45,Other,1,3,7,6,M,PerturbTC63
[0.6181424260139465],1,Female,72,Greater than 45,Other,1,3,7,6,M,PerturbTC63
[0.6181424260139465],1,Male,72,Greater than 45,African-American,1,3,7,6,M,OrigionalTC63
[0.6181424260139465],1,Female,72,Greater than 45,African-American,1,3,7,6,M,PerturbTC63
[0.6181424260139465],1,Male,72,Greater than 45,Caucasian,1,3,7,6,M,PerturbTC63
[0.6181424260139465],1,Female,72,Greater than 45,Caucasian,1,3,7,6,M,PerturbTC63
[0.6181424260139465],1,Male,72,Greater than 45,Hispanic,1,3,7,6,M,PerturbTC63
[0.6181424260139465],1,Female,72,Greater than 45,Hispanic,1,3,7,6,M,PerturbTC63
[0.6181424260139465],1,Male,72,Greater than 45,Native American,1,3,7,6,M,PerturbTC63
[0.6181424260139465],1,Female,72,Greater than 45,Native American,1,3,7,6,M,PerturbTC63
[0.6181424260139465],1,Male,72,Greater than 45,Asian,1,3,7,6,M,PerturbTC63
[0.6181424260139465],1,Female,72,Greater than 45,Asian,1,3,7,6,M,PerturbTC63
