Perturb_ModelPred,Perturb_PredValue,Expected_ModelPred,Expected_PredValue,checkingstatus,duration,history,purpose,amount,savings,employ,installment,others,residence,property,age,otherplans,housing,cards,job,liable,tele,foreign,sex,TC
[0.9974966645240784],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,36,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9998903870582581],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,39,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.9971300363540649],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,39,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9998717308044434],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,42,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.996326744556427],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,42,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9999127388000488],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,34,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.9976826906204224],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,34,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9992713928222656],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,63,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.9794771671295166],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,63,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9999235272407532],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,27,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.9975196123123169],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,27,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9999256134033203],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,30,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.9975908994674683],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,30,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9995564222335815],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,57,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.9874067306518555],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,57,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.999916672706604],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,33,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.9976600408554077],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,33,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9998999834060669],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,37,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.9973799586296082],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,37,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9995181560516357],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,58,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.986335277557373],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,58,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9999204277992249],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,23,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.997421383857727],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,23,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9999250173568726],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,29,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.9975674152374268],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,29,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9997066259384155],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,52,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.9916375875473022],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,52,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9997513294219971],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,50,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.9929039478302002],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,50,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9998214244842529],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,46,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.9948930740356445],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,46,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9997298717498779],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,51,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.9922965168952942],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,51,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9998799562454224],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,41,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.9966174960136414],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,41,A142,A153,4,A174,2,A191,A202,female,OrigionalTC40
[0.9998853206634521],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,40,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.9968851804733276],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,40,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9990662932395935],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,66,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.9738463759422302],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,66,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9998059272766113],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,47,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.9944549798965454],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,47,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.999591588973999],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,56,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.988395094871521],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,56,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9996538162231445],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,54,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.990147590637207],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,54,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9999181032180786],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,20,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.9973451495170593],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,20,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9999189376831055],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,21,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.9973708391189575],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,21,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9998952150344849],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,38,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.9972578287124634],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,38,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9985665678977966],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,70,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.9639561176300049],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,70,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9991403818130493],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,65,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.9758731126785278],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,65,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9977771043777466],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,74,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.9505159258842468],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,74,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9988490343093872],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,68,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.9692844152450562],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,68,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9998606443405151],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,43,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.9960112571716309],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,43,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9996240139007568],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,55,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.9893068075180054],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,55,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9992085695266724],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,64,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.9777463674545288],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,64,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9975194931030273],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,75,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.9464759826660156],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,75,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9999172687530518],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,19,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.9973193407058716],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,19,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9993292093276978],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,62,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.9810760021209717],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,62,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.9994765520095825],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,59,A142,A153,4,A174,2,A191,A202,male,PerturbTC40
[0.9851740598678589],1,[0.9966174960136414],1,A13,4,A33,A49,2376,A61,A73,3,A102,3,A123,59,A142,A153,4,A174,2,A191,A202,female,PerturbTC40
[0.003188103437423706],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,67,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.0001582503318786621],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,67,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.04795268177986145],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,22,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.002485722303390503],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,22,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.00954216718673706],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,49,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.00047647953033447266],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,49,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.012159585952758789],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,45,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.0006086528301239014],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,45,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.007483929395675659],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,53,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.00037291646003723145],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,53,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.022209107875823975],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,35,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.0011223852634429932],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,35,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.004597783088684082],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,61,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.00022852420806884766],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,61,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.03370031714439392],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,28,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.001722484827041626],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,28,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.0402260422706604],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,25,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.0020692944526672363],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,25,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.04265907406806946],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,24,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.0021996796131134033],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,24,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.0048868656158447266],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,60,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.0002428889274597168],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,60,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.026570886373519897],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,32,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.0013485848903656006],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,32,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.012917846441268921],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,44,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.0006469786167144775],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,44,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.028202176094055176],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,31,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.001433730125427246],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,31,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.010138869285583496],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,48,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.0005064904689788818],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,48,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.03792640566825867],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,26,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.0019465386867523193],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,26,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.020916998386383057],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,36,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.0010558366775512695],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,36,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.017466694116592407],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,39,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.0008787214756011963],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,39,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.014577120542526245],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,42,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.0007313191890716553],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,42,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.023579120635986328],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,34,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.0011932849884033203],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,34,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.0040697455406188965],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,63,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.0002021491527557373],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,63,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.03575336933135986],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,27,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.0018309950828552246],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,27,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.029930531978607178],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,30,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.0015241801738739014],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,30,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.005866974592208862],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,57,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.0002918839454650879],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,57,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.02503150701522827],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,33,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.001268535852432251],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,33,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.01969856023788452],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,37,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.0009931623935699463],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,37,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.005520284175872803],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,58,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.0002745687961578369],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,58,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.045232146978378296],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,23,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.0023383498191833496],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,23,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.03176146745681763],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,29,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.001620262861251831],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,29,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.007953017950057983],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,52,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.00039646029472351074],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,52,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.008980274200439453],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,50,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.0004481077194213867],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,50,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.011445343494415283],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,46,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.0005724728107452393],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,46,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.008451104164123535],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,51,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.0004214942455291748],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,51,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.0154837965965271],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,41,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.0007774531841278076],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,41,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.016445904970169067],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,40,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.0008265376091003418],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,40,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.0033887922763824463],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,66,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.00016826391220092773],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,66,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.010772526264190674],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,47,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.0005384385585784912],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,47,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.006235241889953613],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,56,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.0003103315830230713],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,56,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.00704231858253479],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,54,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.00035071372985839844],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,54,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.05386635661125183],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,20,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.0028087496757507324],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,20,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.05082821846008301],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,21,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.002642333507537842],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,21,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.018549710512161255],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,38,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.0009341835975646973],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,38,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.00265425443649292],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,70,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.00013169646263122559],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,70,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.0036021173000335693],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,65,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.00017887353897094727],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,65,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
[0.0020785629749298096],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,74,A143,A151,1,A172,1,A192,A201,male,PerturbTC41
[0.00010305111936759204],0,[0.001955360174179077],0,A14,7,A30,A49,2286,A65,A71,2,A101,2,A122,74,A143,A151,1,A172,1,A192,A201,female,PerturbTC41
