Perturb_ModelPred,Perturb_PredValue,Expected_ModelPred,Expected_PredValue,age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,TC
[1.0],1,[1.0],1,17,Local-gov,9th,1,Married-spouse-absent,Transport-moving,Other-relative,Other,Female,12099,1828,35,Haiti,PerturbTC308
[1.0],1,[1.0],1,17,Local-gov,9th,1,Married-spouse-absent,Transport-moving,Other-relative,White,Male,12099,1828,35,Haiti,PerturbTC308
[1.0],1,[1.0],1,17,Local-gov,9th,1,Married-spouse-absent,Transport-moving,Other-relative,White,Female,12099,1828,35,Haiti,PerturbTC308
[1.0],1,[1.0],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Black,Male,12099,2008,40,Haiti,OrigionalTC309
[1.0],1,[1.0],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Black,Female,12099,2008,40,Haiti,PerturbTC309
[1.0],1,[1.0],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Asian-Pac-Islander,Male,12099,2008,40,Haiti,PerturbTC309
[1.0],1,[1.0],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Asian-Pac-Islander,Female,12099,2008,40,Haiti,PerturbTC309
[1.0],1,[1.0],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,12099,2008,40,Haiti,PerturbTC309
[1.0],1,[1.0],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,12099,2008,40,Haiti,PerturbTC309
[1.0],1,[1.0],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Other,Male,12099,2008,40,Haiti,PerturbTC309
[1.0],1,[1.0],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Other,Female,12099,2008,40,Haiti,PerturbTC309
[1.0],1,[1.0],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,White,Male,12099,2008,40,Haiti,PerturbTC309
[1.0],1,[1.0],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,White,Female,12099,2008,40,Haiti,PerturbTC309
[1.0],1,[1.0],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Husband,Black,Male,12099,2507,44,Haiti,PerturbTC310
[1.0],1,[1.0],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Husband,Black,Female,12099,2507,44,Haiti,PerturbTC310
[1.0],1,[1.0],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,12099,2507,44,Haiti,PerturbTC310
[1.0],1,[1.0],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,12099,2507,44,Haiti,OrigionalTC310
[1.0],1,[1.0],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,12099,2507,44,Haiti,PerturbTC310
[1.0],1,[1.0],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Female,12099,2507,44,Haiti,PerturbTC310
[1.0],1,[1.0],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Husband,Other,Male,12099,2507,44,Haiti,PerturbTC310
[1.0],1,[1.0],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Husband,Other,Female,12099,2507,44,Haiti,PerturbTC310
[1.0],1,[1.0],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Husband,White,Male,12099,2507,44,Haiti,PerturbTC310
[1.0],1,[1.0],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Husband,White,Female,12099,2507,44,Haiti,PerturbTC310
[1.0],1,[1.0],1,37,Without-pay,7th-8th,9,Married-AF-spouse,Tech-support,Husband,Black,Male,12099,1894,50,Haiti,PerturbTC311
[1.0],1,[1.0],1,37,Without-pay,7th-8th,9,Married-AF-spouse,Tech-support,Husband,Black,Female,12099,1894,50,Haiti,PerturbTC311
[1.0],1,[1.0],1,37,Without-pay,7th-8th,9,Married-AF-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,12099,1894,50,Haiti,PerturbTC311
[1.0],1,[1.0],1,37,Without-pay,7th-8th,9,Married-AF-spouse,Tech-support,Husband,Asian-Pac-Islander,Female,12099,1894,50,Haiti,PerturbTC311
[1.0],1,[1.0],1,37,Without-pay,7th-8th,9,Married-AF-spouse,Tech-support,Husband,Amer-Indian-Eskimo,Male,12099,1894,50,Haiti,PerturbTC311
[1.0],1,[1.0],1,37,Without-pay,7th-8th,9,Married-AF-spouse,Tech-support,Husband,Amer-Indian-Eskimo,Female,12099,1894,50,Haiti,PerturbTC311
[1.0],1,[1.0],1,37,Without-pay,7th-8th,9,Married-AF-spouse,Tech-support,Husband,Other,Male,12099,1894,50,Haiti,OrigionalTC311
[1.0],1,[1.0],1,37,Without-pay,7th-8th,9,Married-AF-spouse,Tech-support,Husband,Other,Female,12099,1894,50,Haiti,PerturbTC311
[1.0],1,[1.0],1,37,Without-pay,7th-8th,9,Married-AF-spouse,Tech-support,Husband,White,Male,12099,1894,50,Haiti,PerturbTC311
[1.0],1,[1.0],1,37,Without-pay,7th-8th,9,Married-AF-spouse,Tech-support,Husband,White,Female,12099,1894,50,Haiti,PerturbTC311
[0.9885811805725098],1,[0.9918527603149414],1,22,Without-pay,Doctorate,1,Married-AF-spouse,Craft-repair,Husband,Black,Male,3820,1894,42,Haiti,PerturbTC312
[0.9802899360656738],1,[0.9918527603149414],1,22,Without-pay,Doctorate,1,Married-AF-spouse,Craft-repair,Husband,Black,Female,3820,1894,42,Haiti,PerturbTC312
[0.9918527603149414],1,[0.9918527603149414],1,22,Without-pay,Doctorate,1,Married-AF-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,3820,1894,42,Haiti,OrigionalTC312
[0.9859030842781067],1,[0.9918527603149414],1,22,Without-pay,Doctorate,1,Married-AF-spouse,Craft-repair,Husband,Asian-Pac-Islander,Female,3820,1894,42,Haiti,PerturbTC312
[0.9834495782852173],1,[0.9918527603149414],1,22,Without-pay,Doctorate,1,Married-AF-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,3820,1894,42,Haiti,PerturbTC312
[0.9715394377708435],1,[0.9918527603149414],1,22,Without-pay,Doctorate,1,Married-AF-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Female,3820,1894,42,Haiti,PerturbTC312
[0.9823511838912964],1,[0.9918527603149414],1,22,Without-pay,Doctorate,1,Married-AF-spouse,Craft-repair,Husband,Other,Male,3820,1894,42,Haiti,PerturbTC312
[0.9696749448776245],1,[0.9918527603149414],1,22,Without-pay,Doctorate,1,Married-AF-spouse,Craft-repair,Husband,Other,Female,3820,1894,42,Haiti,PerturbTC312
[0.9907374382019043],1,[0.9918527603149414],1,22,Without-pay,Doctorate,1,Married-AF-spouse,Craft-repair,Husband,White,Male,3820,1894,42,Haiti,PerturbTC312
[0.9839864373207092],1,[0.9918527603149414],1,22,Without-pay,Doctorate,1,Married-AF-spouse,Craft-repair,Husband,White,Female,3820,1894,42,Haiti,PerturbTC312
[0.9999020099639893],1,[0.9999302625656128],1,22,Without-pay,Assoc-voc,4,Married-civ-spouse,Protective-serv,Unmarried,Black,Male,4386,2507,65,Haiti,PerturbTC313
[0.9998292922973633],1,[0.9999302625656128],1,22,Without-pay,Assoc-voc,4,Married-civ-spouse,Protective-serv,Unmarried,Black,Female,4386,2507,65,Haiti,PerturbTC313
[0.9999302625656128],1,[0.9999302625656128],1,22,Without-pay,Assoc-voc,4,Married-civ-spouse,Protective-serv,Unmarried,Asian-Pac-Islander,Male,4386,2507,65,Haiti,OrigionalTC313
[0.9998786449432373],1,[0.9999302625656128],1,22,Without-pay,Assoc-voc,4,Married-civ-spouse,Protective-serv,Unmarried,Asian-Pac-Islander,Female,4386,2507,65,Haiti,PerturbTC313
[0.9998571276664734],1,[0.9999302625656128],1,22,Without-pay,Assoc-voc,4,Married-civ-spouse,Protective-serv,Unmarried,Amer-Indian-Eskimo,Male,4386,2507,65,Haiti,PerturbTC313
[0.9997513294219971],1,[0.9999302625656128],1,22,Without-pay,Assoc-voc,4,Married-civ-spouse,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,4386,2507,65,Haiti,PerturbTC313
[0.9998474717140198],1,[0.9999302625656128],1,22,Without-pay,Assoc-voc,4,Married-civ-spouse,Protective-serv,Unmarried,Other,Male,4386,2507,65,Haiti,PerturbTC313
[0.9997345805168152],1,[0.9999302625656128],1,22,Without-pay,Assoc-voc,4,Married-civ-spouse,Protective-serv,Unmarried,Other,Female,4386,2507,65,Haiti,PerturbTC313
[0.999920666217804],1,[0.9999302625656128],1,22,Without-pay,Assoc-voc,4,Married-civ-spouse,Protective-serv,Unmarried,White,Male,4386,2507,65,Haiti,PerturbTC313
[0.9998618364334106],1,[0.9999302625656128],1,22,Without-pay,Assoc-voc,4,Married-civ-spouse,Protective-serv,Unmarried,White,Female,4386,2507,65,Haiti,PerturbTC313
[0.9946314096450806],1,[0.9961762428283691],1,24,Without-pay,Prof-school,13,Never-married,Armed-Forces,Own-child,Black,Male,3103,1816,50,Haiti,PerturbTC314
[0.9906919598579407],1,[0.9961762428283691],1,24,Without-pay,Prof-school,13,Never-married,Armed-Forces,Own-child,Black,Female,3103,1816,50,Haiti,PerturbTC314
[0.9961762428283691],1,[0.9961762428283691],1,24,Without-pay,Prof-school,13,Never-married,Armed-Forces,Own-child,Asian-Pac-Islander,Male,3103,1816,50,Haiti,OrigionalTC314
[0.9933627843856812],1,[0.9961762428283691],1,24,Without-pay,Prof-school,13,Never-married,Armed-Forces,Own-child,Asian-Pac-Islander,Female,3103,1816,50,Haiti,PerturbTC314
[0.9921973943710327],1,[0.9961762428283691],1,24,Without-pay,Prof-school,13,Never-married,Armed-Forces,Own-child,Amer-Indian-Eskimo,Male,3103,1816,50,Haiti,PerturbTC314
[0.9864959120750427],1,[0.9961762428283691],1,24,Without-pay,Prof-school,13,Never-married,Armed-Forces,Own-child,Amer-Indian-Eskimo,Female,3103,1816,50,Haiti,PerturbTC314
[0.9916746616363525],1,[0.9961762428283691],1,24,Without-pay,Prof-school,13,Never-married,Armed-Forces,Own-child,Other,Male,3103,1816,50,Haiti,PerturbTC314
[0.9855967164039612],1,[0.9961762428283691],1,24,Without-pay,Prof-school,13,Never-married,Armed-Forces,Own-child,Other,Female,3103,1816,50,Haiti,PerturbTC314
[0.9956502914428711],1,[0.9961762428283691],1,24,Without-pay,Prof-school,13,Never-married,Armed-Forces,Own-child,White,Male,3103,1816,50,Haiti,PerturbTC314
[0.9924525618553162],1,[0.9961762428283691],1,24,Without-pay,Prof-school,13,Never-married,Armed-Forces,Own-child,White,Female,3103,1816,50,Haiti,PerturbTC314
[0.9992828369140625],1,[0.998752236366272],1,28,Federal-gov,5th-6th,15,Married-civ-spouse,Priv-house-serv,Other-relative,Black,Male,3820,115,44,Haiti,PerturbTC315
[0.998752236366272],1,[0.998752236366272],1,28,Federal-gov,5th-6th,15,Married-civ-spouse,Priv-house-serv,Other-relative,Black,Female,3820,115,44,Haiti,OrigionalTC315
[0.9994898438453674],1,[0.998752236366272],1,28,Federal-gov,5th-6th,15,Married-civ-spouse,Priv-house-serv,Other-relative,Asian-Pac-Islander,Male,3820,115,44,Haiti,PerturbTC315
[0.9991123676300049],1,[0.998752236366272],1,28,Federal-gov,5th-6th,15,Married-civ-spouse,Priv-house-serv,Other-relative,Asian-Pac-Islander,Female,3820,115,44,Haiti,PerturbTC315
[0.998955488204956],1,[0.998752236366272],1,28,Federal-gov,5th-6th,15,Married-civ-spouse,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Male,3820,115,44,Haiti,PerturbTC315
[0.9981831312179565],1,[0.998752236366272],1,28,Federal-gov,5th-6th,15,Married-civ-spouse,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Female,3820,115,44,Haiti,PerturbTC315
[0.998884916305542],1,[0.998752236366272],1,28,Federal-gov,5th-6th,15,Married-civ-spouse,Priv-house-serv,Other-relative,Other,Male,3820,115,44,Haiti,PerturbTC315
[0.9980605840682983],1,[0.998752236366272],1,28,Federal-gov,5th-6th,15,Married-civ-spouse,Priv-house-serv,Other-relative,Other,Female,3820,115,44,Haiti,PerturbTC315
[0.9994194507598877],1,[0.998752236366272],1,28,Federal-gov,5th-6th,15,Married-civ-spouse,Priv-house-serv,Other-relative,White,Male,3820,115,44,Haiti,PerturbTC315
[0.9989898204803467],1,[0.998752236366272],1,28,Federal-gov,5th-6th,15,Married-civ-spouse,Priv-house-serv,Other-relative,White,Female,3820,115,44,Haiti,PerturbTC315
[0.9609344601631165],1,[0.9609344601631165],1,24,State-gov,10th,4,Divorced,Adm-clerical,Not-in-family,Black,Male,3820,1587,31,Haiti,OrigionalTC316
[0.933910608291626],1,[0.9609344601631165],1,24,State-gov,10th,4,Divorced,Adm-clerical,Not-in-family,Black,Female,3820,1587,31,Haiti,PerturbTC316
[0.9719017148017883],1,[0.9609344601631165],1,24,State-gov,10th,4,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,3820,1587,31,Haiti,PerturbTC316
[0.9520862102508545],1,[0.9609344601631165],1,24,State-gov,10th,4,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,3820,1587,31,Haiti,PerturbTC316
[0.9440809488296509],1,[0.9609344601631165],1,24,State-gov,10th,4,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,3820,1587,31,Haiti,PerturbTC316
[0.9065326452255249],1,[0.9609344601631165],1,24,State-gov,10th,4,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,3820,1587,31,Haiti,PerturbTC316
[0.9405277967453003],1,[0.9609344601631165],1,24,State-gov,10th,4,Divorced,Adm-clerical,Not-in-family,Other,Male,3820,1587,31,Haiti,PerturbTC316
[0.9008440971374512],1,[0.9609344601631165],1,24,State-gov,10th,4,Divorced,Adm-clerical,Not-in-family,Other,Female,3820,1587,31,Haiti,PerturbTC316
[0.9681429266929626],1,[0.9609344601631165],1,24,State-gov,10th,4,Divorced,Adm-clerical,Not-in-family,White,Male,3820,1587,31,Haiti,PerturbTC316
[0.945824384689331],1,[0.9609344601631165],1,24,State-gov,10th,4,Divorced,Adm-clerical,Not-in-family,White,Female,3820,1587,31,Haiti,PerturbTC316
[0.9995386600494385],1,[0.9988306760787964],1,22,Self-emp-inc,Preschool,4,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Male,4386,1564,31,Haiti,PerturbTC317
[0.9991971254348755],1,[0.9988306760787964],1,22,Self-emp-inc,Preschool,4,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Female,4386,1564,31,Haiti,PerturbTC317
[0.9996718168258667],1,[0.9988306760787964],1,22,Self-emp-inc,Preschool,4,Married-civ-spouse,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,4386,1564,31,Haiti,PerturbTC317
[0.9994289875030518],1,[0.9988306760787964],1,22,Self-emp-inc,Preschool,4,Married-civ-spouse,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,4386,1564,31,Haiti,PerturbTC317
[0.9993280172348022],1,[0.9988306760787964],1,22,Self-emp-inc,Preschool,4,Married-civ-spouse,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,4386,1564,31,Haiti,PerturbTC317
[0.9988306760787964],1,[0.9988306760787964],1,22,Self-emp-inc,Preschool,4,Married-civ-spouse,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,4386,1564,31,Haiti,OrigionalTC317
[0.9992825388908386],1,[0.9988306760787964],1,22,Self-emp-inc,Preschool,4,Married-civ-spouse,Exec-managerial,Not-in-family,Other,Male,4386,1564,31,Haiti,PerturbTC317
[0.9987517595291138],1,[0.9988306760787964],1,22,Self-emp-inc,Preschool,4,Married-civ-spouse,Exec-managerial,Not-in-family,Other,Female,4386,1564,31,Haiti,PerturbTC317
[0.9996265172958374],1,[0.9988306760787964],1,22,Self-emp-inc,Preschool,4,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,4386,1564,31,Haiti,PerturbTC317
[0.9993500709533691],1,[0.9988306760787964],1,22,Self-emp-inc,Preschool,4,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,4386,1564,31,Haiti,PerturbTC317
[0.9995624423027039],1,[0.9995624423027039],1,22,State-gov,12th,14,Married-AF-spouse,Adm-clerical,Not-in-family,Black,Male,3820,1894,42,Haiti,OrigionalTC318
[0.9992386102676392],1,[0.9995624423027039],1,22,State-gov,12th,14,Married-AF-spouse,Adm-clerical,Not-in-family,Black,Female,3820,1894,42,Haiti,PerturbTC318
[0.9996887445449829],1,[0.9995624423027039],1,22,State-gov,12th,14,Married-AF-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,3820,1894,42,Haiti,PerturbTC318
[0.9994584321975708],1,[0.9995624423027039],1,22,State-gov,12th,14,Married-AF-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,3820,1894,42,Haiti,PerturbTC318
[0.9993627071380615],1,[0.9995624423027039],1,22,State-gov,12th,14,Married-AF-spouse,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,3820,1894,42,Haiti,PerturbTC318
[0.9988911151885986],1,[0.9995624423027039],1,22,State-gov,12th,14,Married-AF-spouse,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,3820,1894,42,Haiti,PerturbTC318
[0.9993196129798889],1,[0.9995624423027039],1,22,State-gov,12th,14,Married-AF-spouse,Adm-clerical,Not-in-family,Other,Male,3820,1894,42,Haiti,PerturbTC318
[0.9988163113594055],1,[0.9995624423027039],1,22,State-gov,12th,14,Married-AF-spouse,Adm-clerical,Not-in-family,Other,Female,3820,1894,42,Haiti,PerturbTC318
[0.9996458292007446],1,[0.9995624423027039],1,22,State-gov,12th,14,Married-AF-spouse,Adm-clerical,Not-in-family,White,Male,3820,1894,42,Haiti,PerturbTC318
[0.9993836879730225],1,[0.9995624423027039],1,22,State-gov,12th,14,Married-AF-spouse,Adm-clerical,Not-in-family,White,Female,3820,1894,42,Haiti,PerturbTC318
[0.737286388874054],1,[0.7978310585021973],1,24,Private,1st-4th,1,Divorced,Farming-fishing,Unmarried,Black,Male,4386,115,32,Haiti,PerturbTC319
[0.6171855926513672],1,[0.7978310585021973],1,24,Private,1st-4th,1,Divorced,Farming-fishing,Unmarried,Black,Female,4386,115,32,Haiti,PerturbTC319
[0.7978310585021973],1,[0.7978310585021973],1,24,Private,1st-4th,1,Divorced,Farming-fishing,Unmarried,Asian-Pac-Islander,Male,4386,115,32,Haiti,OrigionalTC319
[0.6939177513122559],1,[0.7978310585021973],1,24,Private,1st-4th,1,Divorced,Farming-fishing,Unmarried,Asian-Pac-Islander,Female,4386,115,32,Haiti,PerturbTC319
[0.6582609415054321],1,[0.7978310585021973],1,24,Private,1st-4th,1,Divorced,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,4386,115,32,Haiti,PerturbTC319
[0.5252937078475952],1,[0.7978310585021973],1,24,Private,1st-4th,1,Divorced,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Female,4386,115,32,Haiti,PerturbTC319
[0.6434061527252197],1,[0.7978310585021973],1,24,Private,1st-4th,1,Divorced,Farming-fishing,Unmarried,Other,Male,4386,115,32,Haiti,PerturbTC319
[0.5089704394340515],1,[0.7978310585021973],1,24,Private,1st-4th,1,Divorced,Farming-fishing,Unmarried,Other,Female,4386,115,32,Haiti,PerturbTC319
[0.7761492729187012],1,[0.7978310585021973],1,24,Private,1st-4th,1,Divorced,Farming-fishing,Unmarried,White,Male,4386,115,32,Haiti,PerturbTC319
[0.6657606363296509],1,[0.7978310585021973],1,24,Private,1st-4th,1,Divorced,Farming-fishing,Unmarried,White,Female,4386,115,32,Haiti,PerturbTC319
[0.08911734819412231],0,[0.049243271350860596],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Black,Male,0,115,42,Portugal,PerturbTC320
[0.049243271350860596],0,[0.049243271350860596],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Black,Female,0,115,42,Portugal,OrigionalTC320
[0.132068932056427],0,[0.049243271350860596],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,115,42,Portugal,PerturbTC320
[0.07454973459243774],0,[0.049243271350860596],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,0,115,42,Portugal,PerturbTC320
[0.06845015287399292],0,[0.049243271350860596],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,0,115,42,Portugal,PerturbTC320
[0.0374431312084198],0,[0.049243271350860596],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,0,115,42,Portugal,PerturbTC320
[0.07077935338020325],0,[0.049243271350860596],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Other,Male,0,115,42,Portugal,PerturbTC320
[0.038761138916015625],0,[0.049243271350860596],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Other,Female,0,115,42,Portugal,PerturbTC320
[0.11076298356056213],0,[0.049243271350860596],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,White,Male,0,115,42,Portugal,PerturbTC320
[0.06186172366142273],0,[0.049243271350860596],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,White,Female,0,115,42,Portugal,PerturbTC320
[0.9999927282333374],1,[0.9999948143959045],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,Black,Male,4386,1564,65,Portugal,PerturbTC321
[0.9999873638153076],1,[0.9999948143959045],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,Black,Female,4386,1564,65,Portugal,PerturbTC321
[0.9999948143959045],1,[0.9999948143959045],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,4386,1564,65,Portugal,OrigionalTC321
[0.9999909400939941],1,[0.9999948143959045],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Female,4386,1564,65,Portugal,PerturbTC321
[0.9999893307685852],1,[0.9999948143959045],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,4386,1564,65,Portugal,PerturbTC321
[0.9999815821647644],1,[0.9999948143959045],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,4386,1564,65,Portugal,PerturbTC321
[0.9999886751174927],1,[0.9999948143959045],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,Other,Male,4386,1564,65,Portugal,PerturbTC321
[0.9999802112579346],1,[0.9999948143959045],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,Other,Female,4386,1564,65,Portugal,PerturbTC321
[0.999994158744812],1,[0.9999948143959045],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,White,Male,4386,1564,65,Portugal,PerturbTC321
[0.9999897480010986],1,[0.9999948143959045],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,White,Female,4386,1564,65,Portugal,PerturbTC321
[0.9975407719612122],1,[0.9961801767349243],1,27,State-gov,11th,14,Married-spouse-absent,Other-service,Own-child,Black,Male,3820,1587,31,Portugal,PerturbTC322
[0.9957270622253418],1,[0.9961801767349243],1,27,State-gov,11th,14,Married-spouse-absent,Other-service,Own-child,Black,Female,3820,1587,31,Portugal,PerturbTC322
[0.9982499480247498],1,[0.9961801767349243],1,27,State-gov,11th,14,Married-spouse-absent,Other-service,Own-child,Asian-Pac-Islander,Male,3820,1587,31,Portugal,PerturbTC322
[0.9969576001167297],1,[0.9961801767349243],1,27,State-gov,11th,14,Married-spouse-absent,Other-service,Own-child,Asian-Pac-Islander,Female,3820,1587,31,Portugal,PerturbTC322
[0.9964210987091064],1,[0.9961801767349243],1,27,State-gov,11th,14,Married-spouse-absent,Other-service,Own-child,Amer-Indian-Eskimo,Male,3820,1587,31,Portugal,PerturbTC322
[0.9937865734100342],1,[0.9961801767349243],1,27,State-gov,11th,14,Married-spouse-absent,Other-service,Own-child,Amer-Indian-Eskimo,Female,3820,1587,31,Portugal,PerturbTC322
[0.9961801767349243],1,[0.9961801767349243],1,27,State-gov,11th,14,Married-spouse-absent,Other-service,Own-child,Other,Male,3820,1587,31,Portugal,OrigionalTC322
[0.9933695793151855],1,[0.9961801767349243],1,27,State-gov,11th,14,Married-spouse-absent,Other-service,Own-child,Other,Female,3820,1587,31,Portugal,PerturbTC322
[0.9980087280273438],1,[0.9961801767349243],1,27,State-gov,11th,14,Married-spouse-absent,Other-service,Own-child,White,Male,3820,1587,31,Portugal,PerturbTC322
[0.9965386390686035],1,[0.9961801767349243],1,27,State-gov,11th,14,Married-spouse-absent,Other-service,Own-child,White,Female,3820,1587,31,Portugal,PerturbTC322
[0.9970866441726685],1,[0.995760977268219],1,28,Private,Masters,15,Separated,Sales,Unmarried,Black,Male,3103,1816,32,Portugal,PerturbTC323
[0.9949396848678589],1,[0.995760977268219],1,28,Private,Masters,15,Separated,Sales,Unmarried,Black,Female,3103,1816,32,Portugal,PerturbTC323
[0.9979264140129089],1,[0.995760977268219],1,28,Private,Masters,15,Separated,Sales,Unmarried,Asian-Pac-Islander,Male,3103,1816,32,Portugal,PerturbTC323
[0.9963960647583008],1,[0.995760977268219],1,28,Private,Masters,15,Separated,Sales,Unmarried,Asian-Pac-Islander,Female,3103,1816,32,Portugal,PerturbTC323
[0.995760977268219],1,[0.995760977268219],1,28,Private,Masters,15,Separated,Sales,Unmarried,Amer-Indian-Eskimo,Male,3103,1816,32,Portugal,OrigionalTC323
[0.992644190788269],1,[0.995760977268219],1,28,Private,Masters,15,Separated,Sales,Unmarried,Amer-Indian-Eskimo,Female,3103,1816,32,Portugal,PerturbTC323
[0.9954758882522583],1,[0.995760977268219],1,28,Private,Masters,15,Separated,Sales,Unmarried,Other,Male,3103,1816,32,Portugal,PerturbTC323
[0.9921512007713318],1,[0.995760977268219],1,28,Private,Masters,15,Separated,Sales,Unmarried,Other,Female,3103,1816,32,Portugal,PerturbTC323
[0.9976406097412109],1,[0.995760977268219],1,28,Private,Masters,15,Separated,Sales,Unmarried,White,Male,3103,1816,32,Portugal,PerturbTC323
[0.9959001541137695],1,[0.995760977268219],1,28,Private,Masters,15,Separated,Sales,Unmarried,White,Female,3103,1816,32,Portugal,PerturbTC323
[1.0],1,[1.0],1,30,Local-gov,9th,1,Married-AF-spouse,Transport-moving,Other-relative,Black,Male,12099,1828,35,Portugal,PerturbTC324
[1.0],1,[1.0],1,30,Local-gov,9th,1,Married-AF-spouse,Transport-moving,Other-relative,Black,Female,12099,1828,35,Portugal,PerturbTC324
[1.0],1,[1.0],1,30,Local-gov,9th,1,Married-AF-spouse,Transport-moving,Other-relative,Asian-Pac-Islander,Male,12099,1828,35,Portugal,PerturbTC324
[1.0],1,[1.0],1,30,Local-gov,9th,1,Married-AF-spouse,Transport-moving,Other-relative,Asian-Pac-Islander,Female,12099,1828,35,Portugal,PerturbTC324
