Expected_ModelPred,Expected_PredValue,age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
[0.9997125267982483],1,30,Federal-gov,Doctorate,4,Married-spouse-absent,Craft-repair,Wife,Other,Male,4386,1816,50,Guatemala
[0.9843249320983887],1,24,Without-pay,Assoc-voc,4,Divorced,Protective-serv,Husband,Black,Male,3820,1816,32,Guatemala
[0.9952664971351624],1,27,Without-pay,Prof-school,11,Married-AF-spouse,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Male,3103,1587,44,Guatemala
[1.0],1,24,Local-gov,5th-6th,4,Divorced,Priv-house-serv,Unmarried,Black,Male,12099,1894,65,Guatemala
[1.0],1,37,State-gov,10th,4,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,12099,1587,42,Guatemala
[1.0],1,89,Private,Preschool,1,Married-AF-spouse,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,12099,1816,40,Guatemala
[1.0],1,24,Self-emp-inc,12th,14,Married-civ-spouse,Tech-support,Unmarried,Black,Male,12099,1816,31,Guatemala
[1.0],1,30,Self-emp-not-inc,1st-4th,13,Married-civ-spouse,Protective-serv,Wife,Amer-Indian-Eskimo,Male,12099,115,31,Guatemala
[0.019080370664596558],0,24,Federal-gov,Bachelors,9,Divorced,Handlers-cleaners,Not-in-family,Black,Female,0,115,42,Italy
[0.9999971389770508],1,27,Without-pay,HS-grad,13,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Male,4386,1564,65,Italy
[0.990540623664856],1,28,State-gov,11th,14,Never-married,Other-service,Own-child,Other,Male,3820,1587,31,Italy
[0.9996827840805054],1,89,Private,Masters,15,Married-civ-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Female,3103,1816,32,Italy
[1.0],1,17,Local-gov,9th,1,Married-spouse-absent,Transport-moving,Other-relative,Black,Male,12099,1828,35,Italy
[0.9990136623382568],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Other,Male,4386,2008,40,Italy
[0.9980028867721558],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,3820,2507,44,Italy
[1.0],1,37,Self-emp-not-inc,7th-8th,13,Married-AF-spouse,Tech-support,Other-relative,Asian-Pac-Islander,Female,12099,1894,50,Italy
[0.9999951720237732],1,30,Local-gov,Doctorate,14,Divorced,Craft-repair,Wife,Asian-Pac-Islander,Male,3820,1894,65,Italy
[0.9998871088027954],1,27,Self-emp-inc,Assoc-voc,13,Married-civ-spouse,Protective-serv,Other-relative,Black,Male,3103,1894,50,Italy
[0.12149930000305176],0,17,Self-emp-inc,Prof-school,14,Married-AF-spouse,Armed-Forces,Other-relative,Asian-Pac-Islander,Female,0,115,35,Italy
[1.0],1,28,Self-emp-not-inc,5th-6th,13,Married-spouse-absent,Priv-house-serv,Husband,Asian-Pac-Islander,Female,12099,115,44,Italy
[0.9998031854629517],1,22,Self-emp-not-inc,10th,14,Separated,Adm-clerical,Wife,Asian-Pac-Islander,Male,3820,1587,42,Italy
[0.9997695684432983],1,30,Local-gov,Preschool,11,Married-spouse-absent,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Male,4386,1587,40,Italy
[0.9999871253967285],1,37,Local-gov,12th,15,Married-spouse-absent,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,4386,1816,40,Italy
[1.0],1,27,Self-emp-not-inc,1st-4th,11,Never-married,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,12099,1587,65,Italy
[0.036444902420043945],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Black,Female,0,115,42,China
[0.9999920129776001],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,4386,1564,65,China
[0.9941737651824951],1,27,State-gov,11th,14,Married-spouse-absent,Other-service,Own-child,Other,Male,3820,1587,31,China
[0.9888013601303101],1,28,Private,Masters,15,Separated,Sales,Unmarried,Amer-Indian-Eskimo,Female,3103,1816,32,China
[1.0],1,30,Local-gov,9th,1,Married-AF-spouse,Transport-moving,Other-relative,Black,Female,12099,1828,35,China
[0.9991476535797119],1,37,Self-emp-inc,Some-college,11,Never-married,Farming-fishing,Husband,Asian-Pac-Islander,Female,4386,2008,40,China
[1.0],1,17,Self-emp-not-inc,Assoc-acdm,4,Married-civ-spouse,Machine-op-inspct,Own-child,Other,Male,12099,2507,44,China
[0.9994534850120544],1,22,State-gov,7th-8th,13,Divorced,Tech-support,Wife,Black,Male,3103,1894,50,China
[1.0],1,17,Federal-gov,Doctorate,13,Married-AF-spouse,Craft-repair,Own-child,Black,Female,12099,1587,50,China
[0.9906482696533203],1,30,Self-emp-inc,Assoc-voc,1,Separated,Protective-serv,Other-relative,Asian-Pac-Islander,Male,3820,1587,44,China
[0.9933470487594604],1,27,Federal-gov,Prof-school,11,Married-spouse-absent,Armed-Forces,Other-relative,Black,Female,3103,2008,40,China
[0.9718348383903503],1,27,Without-pay,5th-6th,1,Divorced,Priv-house-serv,Own-child,Asian-Pac-Islander,Female,3103,2008,65,China
[0.9962097406387329],1,22,Federal-gov,10th,13,Widowed,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,3820,1564,35,China
[0.9999532103538513],1,30,State-gov,Preschool,15,Married-AF-spouse,Exec-managerial,Husband,Black,Male,4386,1564,35,China
[1.0],1,27,State-gov,12th,4,Never-married,Priv-house-serv,Not-in-family,Black,Male,12099,1587,42,China
[0.9997540712356567],1,22,Self-emp-not-inc,1st-4th,14,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Female,4386,2507,40,China
[0.011961907148361206],0,24,Federal-gov,Bachelors,9,Divorced,Handlers-cleaners,Not-in-family,Black,Female,0,115,42,South
[0.9999954700469971],1,27,Without-pay,HS-grad,13,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Male,4386,1564,65,South
[0.9739865660667419],1,28,State-gov,11th,14,Never-married,Other-service,Own-child,Other,Female,3820,1587,31,South
[0.9997684955596924],1,89,Private,Masters,15,Married-civ-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,3103,1816,32,South
[1.0],1,17,Local-gov,9th,1,Married-spouse-absent,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,12099,1828,35,South
[0.9647608399391174],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Other,Female,3103,2008,40,South
[0.9972301721572876],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,3820,2507,44,South
[0.9998250007629395],1,37,Self-emp-not-inc,7th-8th,9,Married-AF-spouse,Tech-support,Husband,Asian-Pac-Islander,Female,3820,1894,50,South
[0.9999790191650391],1,89,Self-emp-inc,Doctorate,13,Never-married,Craft-repair,Husband,Asian-Pac-Islander,Male,4386,2008,42,South
[0.9910913705825806],1,37,Self-emp-not-inc,Assoc-voc,4,Separated,Protective-serv,Own-child,Black,Male,3103,2507,40,South
[1.0],1,22,Without-pay,Prof-school,15,Divorced,Armed-Forces,Other-relative,Asian-Pac-Islander,Female,12099,2507,32,South
[0.9999433159828186],1,89,Self-emp-inc,5th-6th,13,Separated,Priv-house-serv,Wife,Other,Female,4386,2008,40,South
[1.0],1,28,Local-gov,10th,1,Divorced,Adm-clerical,Not-in-family,Black,Male,12099,1828,32,South
[0.9994950294494629],1,22,Private,Preschool,13,Married-AF-spouse,Exec-managerial,Husband,Other,Male,3820,1564,40,South
[0.3029950261116028],0,22,Without-pay,12th,1,Never-married,Machine-op-inspct,Husband,Other,Female,3103,1564,40,South
[0.9982755184173584],1,17,Self-emp-inc,1st-4th,15,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,4386,1587,50,South
[0.038900941610336304],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Black,Female,0,115,42,Japan
[0.9999926090240479],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,4386,1564,65,Japan
[0.9905335903167725],1,27,State-gov,11th,14,Married-spouse-absent,Other-service,Own-child,Other,Female,3820,1587,31,Japan
[0.9939416646957397],1,28,Private,Masters,15,Separated,Sales,Unmarried,Amer-Indian-Eskimo,Male,3103,1816,32,Japan
[1.0],1,30,Local-gov,9th,1,Married-AF-spouse,Transport-moving,Other-relative,Asian-Pac-Islander,Male,12099,1828,35,Japan
[0.9968725442886353],1,37,Self-emp-inc,Some-college,11,Never-married,Farming-fishing,Husband,Other,Male,3820,2008,40,Japan
[0.9940434694290161],1,17,Self-emp-not-inc,Assoc-acdm,4,Married-civ-spouse,Machine-op-inspct,Unmarried,Other,Female,4386,2507,44,Japan
[0.9975312352180481],1,22,Self-emp-inc,7th-8th,13,Divorced,Tech-support,Husband,Amer-Indian-Eskimo,Female,3103,1894,50,Japan
[0.9811925888061523],1,37,Private,Doctorate,4,Married-AF-spouse,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,3103,2008,32,Japan
[1.0],1,28,Local-gov,Assoc-voc,14,Divorced,Protective-serv,Husband,Amer-Indian-Eskimo,Female,12099,1564,32,Japan
[0.9992260932922363],1,22,Self-emp-not-inc,Prof-school,9,Divorced,Armed-Forces,Own-child,Amer-Indian-Eskimo,Female,4386,2507,40,Japan
[1.0],1,30,Local-gov,5th-6th,1,Widowed,Priv-house-serv,Own-child,Black,Male,12099,1816,32,Japan
[0.9942448139190674],1,37,Private,10th,9,Never-married,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,4386,2507,32,Japan
[0.9998482465744019],1,22,Self-emp-not-inc,Preschool,13,Married-civ-spouse,Exec-managerial,Other-relative,Black,Male,3820,1816,35,Japan
[0.999779462814331],1,22,Local-gov,12th,9,Married-civ-spouse,Exec-managerial,Own-child,Other,Male,3103,2008,65,Japan
[0.9996051788330078],1,89,Self-emp-inc,1st-4th,13,Separated,Craft-repair,Wife,Asian-Pac-Islander,Female,3103,2008,40,Japan
[0.010934889316558838],0,24,Federal-gov,Bachelors,9,Divorced,Handlers-cleaners,Not-in-family,Black,Female,0,115,42,Yugoslavia
[0.9999948740005493],1,27,Without-pay,HS-grad,13,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Male,4386,1564,65,Yugoslavia
[0.9715840816497803],1,28,State-gov,11th,14,Never-married,Other-service,Own-child,Other,Female,3820,1587,31,Yugoslavia
[0.9997049570083618],1,89,Private,Masters,15,Married-civ-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,3103,1816,32,Yugoslavia
[1.0],1,17,Local-gov,9th,1,Married-spouse-absent,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,12099,1828,35,Yugoslavia
[1.0],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Asian-Pac-Islander,Female,12099,2008,40,Yugoslavia
[0.9756307601928711],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Male,3103,2507,44,Yugoslavia
[1.0],1,37,Federal-gov,7th-8th,4,Widowed,Tech-support,Other-relative,Other,Male,12099,1894,50,Yugoslavia
[1.0],1,24,Without-pay,Doctorate,4,Married-civ-spouse,Craft-repair,Husband,Other,Female,12099,2008,50,Yugoslavia
[0.9965671896934509],1,28,Self-emp-inc,Assoc-voc,1,Never-married,Protective-serv,Husband,Black,Male,4386,2507,42,Yugoslavia
[0.9975894689559937],1,24,Self-emp-inc,Prof-school,13,Divorced,Armed-Forces,Unmarried,Amer-Indian-Eskimo,Female,3820,1587,40,Yugoslavia
[0.992914617061615],1,27,Self-emp-not-inc,5th-6th,1,Widowed,Priv-house-serv,Unmarried,Asian-Pac-Islander,Male,4386,1894,42,Yugoslavia
[0.06533238291740417],0,28,Federal-gov,10th,15,Divorced,Adm-clerical,Own-child,Other,Male,0,115,40,Yugoslavia
[0.998422384262085],1,17,State-gov,Preschool,14,Never-married,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,4386,1587,42,Yugoslavia
[1.0],1,27,Without-pay,12th,13,Divorced,Other-service,Own-child,Asian-Pac-Islander,Male,12099,2507,44,Yugoslavia
[0.9995513558387756],1,28,Self-emp-not-inc,1st-4th,14,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Female,3103,1894,40,Yugoslavia
[0.03535217046737671],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Black,Female,0,115,42,Peru
[0.999991774559021],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,4386,1564,65,Peru
[0.9895588159561157],1,27,State-gov,11th,14,Married-spouse-absent,Other-service,Own-child,Other,Female,3820,1587,31,Peru
[0.9933154582977295],1,28,Private,Masters,15,Separated,Sales,Unmarried,Amer-Indian-Eskimo,Male,3103,1816,32,Peru
[1.0],1,30,Local-gov,9th,1,Married-AF-spouse,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,12099,1828,35,Peru
[0.9988926649093628],1,37,Self-emp-inc,Some-college,11,Never-married,Farming-fishing,Husband,Other,Male,4386,2008,40,Peru
[0.9946002960205078],1,17,Self-emp-not-inc,Assoc-acdm,4,Married-civ-spouse,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,3820,2507,44,Peru
[0.9994325637817383],1,22,Without-pay,7th-8th,15,Widowed,Tech-support,Other-relative,Amer-Indian-Eskimo,Male,3820,1894,50,Peru
[0.9999879598617554],1,37,Federal-gov,Doctorate,15,Married-civ-spouse,Craft-repair,Husband,Other,Male,3820,2008,50,Peru
[1.0],1,37,Without-pay,Assoc-voc,15,Married-spouse-absent,Protective-serv,Husband,Amer-Indian-Eskimo,Female,12099,2507,32,Peru
[0.9997856616973877],1,30,Federal-gov,Prof-school,13,Married-civ-spouse,Armed-Forces,Wife,Black,Male,3820,115,31,Peru
[0.9994760751724243],1,28,Self-emp-inc,5th-6th,14,Widowed,Priv-house-serv,Other-relative,Asian-Pac-Islander,Male,3820,1828,42,Peru
[1.0],1,27,Federal-gov,10th,11,Separated,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,12099,1564,50,Peru
[1.0],1,24,Local-gov,Preschool,11,Divorced,Exec-managerial,Not-in-family,Other,Male,12099,1816,32,Peru
[0.999895453453064],1,24,Private,12th,15,Married-spouse-absent,Exec-managerial,Husband,Asian-Pac-Islander,Male,3103,1564,65,Peru
[0.9980032444000244],1,22,Private,1st-4th,1,Divorced,Transport-moving,Wife,Other,Female,4386,1587,65,Peru
[0.010782331228256226],0,24,Federal-gov,Bachelors,9,Divorced,Handlers-cleaners,Not-in-family,Black,Female,0,115,42,Outlying-US(Guam-USVI-etc)
[0.9999948740005493],1,27,Without-pay,HS-grad,13,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Male,4386,1564,65,Outlying-US(Guam-USVI-etc)
[0.9711893796920776],1,28,State-gov,11th,14,Never-married,Other-service,Own-child,Other,Female,3820,1587,31,Outlying-US(Guam-USVI-etc)
[0.9994356036186218],1,89,Private,Masters,15,Married-civ-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Female,3103,1816,32,Outlying-US(Guam-USVI-etc)
[1.0],1,17,Local-gov,9th,1,Married-spouse-absent,Transport-moving,Other-relative,Other,Female,12099,1828,35,Outlying-US(Guam-USVI-etc)
[0.9905086755752563],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Other,Female,3820,2008,40,Outlying-US(Guam-USVI-etc)
[0.9829082489013672],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Own-child,Black,Male,3103,2507,44,Outlying-US(Guam-USVI-etc)
[0.9931415319442749],1,37,Self-emp-inc,7th-8th,4,Married-spouse-absent,Tech-support,Unmarried,Asian-Pac-Islander,Female,3103,1894,50,Outlying-US(Guam-USVI-etc)
[1.0],1,30,Local-gov,Doctorate,1,Never-married,Craft-repair,Wife,Black,Male,12099,1816,44,Outlying-US(Guam-USVI-etc)
[0.9985499382019043],1,28,Local-gov,Assoc-voc,15,Married-spouse-absent,Protective-serv,Own-child,Other,Male,3820,1564,31,Outlying-US(Guam-USVI-etc)
[0.9999630451202393],1,30,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Armed-Forces,Not-in-family,Other,Female,4386,2008,31,Outlying-US(Guam-USVI-etc)
[0.9893767833709717],1,24,State-gov,5th-6th,9,Married-AF-spouse,Priv-house-serv,Unmarried,Black,Female,3820,1828,40,Outlying-US(Guam-USVI-etc)
[0.999675989151001],1,37,Without-pay,10th,1,Widowed,Adm-clerical,Wife,Asian-Pac-Islander,Male,3820,2008,65,Outlying-US(Guam-USVI-etc)
[0.9978381395339966],1,24,Self-emp-not-inc,Preschool,9,Separated,Exec-managerial,Unmarried,Black,Female,4386,1564,35,Outlying-US(Guam-USVI-etc)
[0.9997973442077637],1,28,Self-emp-inc,12th,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,3820,2507,42,Outlying-US(Guam-USVI-etc)
[0.9920651912689209],1,89,Without-pay,1st-4th,13,Never-married,Priv-house-serv,Husband,Amer-Indian-Eskimo,Female,3103,2008,35,Outlying-US(Guam-USVI-etc)
[0.03543153405189514],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Black,Female,0,115,42,Scotland
[0.9999918937683105],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,4386,1564,65,Scotland
[0.9940290451049805],1,27,State-gov,11th,14,Married-spouse-absent,Other-service,Own-child,Other,Male,3820,1587,31,Scotland
[0.9885246753692627],1,28,Private,Masters,15,Separated,Sales,Unmarried,Amer-Indian-Eskimo,Female,3103,1816,32,Scotland
[1.0],1,30,Local-gov,9th,1,Married-AF-spouse,Transport-moving,Other-relative,Black,Male,12099,1828,35,Scotland
[0.9940606355667114],1,37,Self-emp-inc,Some-college,11,Never-married,Farming-fishing,Husband,Other,Female,3820,2008,40,Scotland
[0.9964021444320679],1,17,Self-emp-not-inc,Assoc-acdm,4,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,3103,2507,44,Scotland
[1.0],1,22,Federal-gov,7th-8th,9,Never-married,Tech-support,Wife,Amer-Indian-Eskimo,Male,12099,1894,50,Scotland
[0.9906973242759705],1,89,Self-emp-not-inc,Doctorate,4,Married-AF-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Female,3820,115,44,Scotland
[0.9954850673675537],1,28,Without-pay,Assoc-voc,11,Married-spouse-absent,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Male,3103,2507,32,Scotland
[0.022277146577835083],0,28,Self-emp-inc,Prof-school,4,Separated,Armed-Forces,Not-in-family,Other,Male,0,115,44,Scotland
[0.9786338806152344],1,28,Without-pay,5th-6th,4,Separated,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Male,3103,2507,50,Scotland
[0.9930157661437988],1,28,Private,10th,9,Married-civ-spouse,Adm-clerical,Own-child,Black,Male,3103,2008,31,Scotland
[1.0],1,28,Self-emp-not-inc,Preschool,14,Married-civ-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,12099,1816,32,Scotland
[0.9999405145645142],1,27,Self-emp-not-inc,12th,15,Separated,Sales,Wife,Black,Male,3103,1564,65,Scotland
[0.9983413219451904],1,30,Local-gov,1st-4th,11,Married-AF-spouse,Other-service,Own-child,Other,Male,4386,1564,35,Scotland
[0.010843664407730103],0,24,Federal-gov,Bachelors,9,Divorced,Handlers-cleaners,Not-in-family,Black,Female,0,115,42,Trinadad&Tobago
[0.9999948740005493],1,27,Without-pay,HS-grad,13,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Male,4386,1564,65,Trinadad&Tobago
[0.9833375215530396],1,28,State-gov,11th,14,Never-married,Other-service,Own-child,Other,Male,3820,1587,31,Trinadad&Tobago
[0.9997027516365051],1,89,Private,Masters,15,Married-civ-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,3103,1816,32,Trinadad&Tobago
[1.0],1,17,Local-gov,9th,1,Married-spouse-absent,Transport-moving,Other-relative,Other,Male,12099,1828,35,Trinadad&Tobago
[0.978753924369812],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,3103,2008,40,Trinadad&Tobago
[0.9936884641647339],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Own-child,Other,Male,3820,2507,44,Trinadad&Tobago
[0.9996797442436218],1,37,State-gov,7th-8th,11,Divorced,Tech-support,Wife,Other,Male,3103,1894,50,Trinadad&Tobago
[0.9994882345199585],1,27,Self-emp-inc,Doctorate,11,Separated,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,4386,2008,42,Trinadad&Tobago
[1.0],1,37,Without-pay,Assoc-voc,9,Widowed,Protective-serv,Wife,Other,Male,12099,2008,44,Trinadad&Tobago
[0.9999433755874634],1,28,Local-gov,Prof-school,15,Divorced,Armed-Forces,Own-child,Black,Male,4386,2008,44,Trinadad&Tobago
[0.996964693069458],1,22,Local-gov,5th-6th,15,Widowed,Priv-house-serv,Own-child,Other,Female,4386,1564,31,Trinadad&Tobago
[0.9719758033752441],1,17,State-gov,10th,13,Married-AF-spouse,Adm-clerical,Unmarried,Black,Male,3103,2008,32,Trinadad&Tobago
[1.0],1,37,Local-gov,Preschool,14,Separated,Exec-managerial,Own-child,Other,Female,12099,1828,40,Trinadad&Tobago
[0.9923000931739807],1,37,Local-gov,12th,4,Widowed,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,3820,1816,31,Trinadad&Tobago
[0.9565509557723999],1,17,Without-pay,1st-4th,4,Married-civ-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Female,3103,2008,44,Trinadad&Tobago
[0.03800657391548157],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Black,Female,0,115,42,Greece
[0.9999924898147583],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,4386,1564,65,Greece
[0.9944192171096802],1,27,State-gov,11th,14,Married-spouse-absent,Other-service,Own-child,Other,Male,3820,1587,31,Greece
[0.9938079118728638],1,28,Private,Masters,15,Separated,Sales,Unmarried,Amer-Indian-Eskimo,Male,3103,1816,32,Greece
[1.0],1,30,Local-gov,9th,1,Married-AF-spouse,Transport-moving,Other-relative,Black,Female,12099,1828,35,Greece
[0.9988524913787842],1,37,Self-emp-inc,Some-college,11,Never-married,Farming-fishing,Husband,Black,Female,4386,2008,40,Greece
[0.9927940368652344],1,17,Self-emp-not-inc,Assoc-acdm,4,Married-civ-spouse,Machine-op-inspct,Own-child,Other,Male,3820,2507,44,Greece
[0.9997033476829529],1,22,Without-pay,7th-8th,13,Married-AF-spouse,Tech-support,Unmarried,Black,Female,4386,1894,50,Greece
[0.9740662574768066],1,30,Private,Doctorate,11,Never-married,Craft-repair,Husband,Other,Male,3103,1587,35,Greece
[0.997948944568634],1,17,Self-emp-not-inc,Assoc-voc,9,Married-civ-spouse,Protective-serv,Wife,Other,Male,3103,2008,31,Greece
[0.9993996024131775],1,22,Private,Prof-school,14,Separated,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Male,3820,1828,44,Greece
[0.9898043274879456],1,22,Local-gov,5th-6th,4,Separated,Priv-house-serv,Wife,Amer-Indian-Eskimo,Female,3820,1828,50,Greece
[0.9996663331985474],1,28,Local-gov,10th,9,Widowed,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,3820,1828,65,Greece
[0.9963243007659912],1,24,Federal-gov,Preschool,11,Married-civ-spouse,Exec-managerial,Other-relative,Other,Female,3103,1894,32,Greece
[0.9891682863235474],1,28,Self-emp-not-inc,12th,9,Married-spouse-absent,Prof-specialty,Other-relative,Black,Female,3103,1816,35,Greece
[0.9997431039810181],1,37,Local-gov,1st-4th,11,Separated,Transport-moving,Not-in-family,Other,Male,4386,1894,42,Greece
[0.010806739330291748],0,24,Federal-gov,Bachelors,9,Divorced,Handlers-cleaners,Not-in-family,Black,Female,0,115,42,Nicaragua
[0.9999948740005493],1,27,Without-pay,HS-grad,13,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Male,4386,1564,65,Nicaragua
[0.9832810163497925],1,28,State-gov,11th,14,Never-married,Other-service,Own-child,Other,Male,3820,1587,31,Nicaragua
[0.9997012615203857],1,89,Private,Masters,15,Married-civ-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,3103,1816,32,Nicaragua
[1.0],1,17,Local-gov,9th,1,Married-spouse-absent,Transport-moving,Other-relative,Asian-Pac-Islander,Male,12099,1828,35,Nicaragua
[0.998245120048523],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Other,Male,4386,2008,40,Nicaragua
[0.9936667680740356],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Own-child,Other,Male,3820,2507,44,Nicaragua
[1.0],1,37,Federal-gov,7th-8th,1,Divorced,Tech-support,Wife,Black,Female,12099,1894,50,Nicaragua
[0.9992892742156982],1,24,Private,Doctorate,14,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,4386,2507,31,Nicaragua
[0.9998142719268799],1,27,Private,Assoc-voc,9,Married-AF-spouse,Protective-serv,Wife,Asian-Pac-Islander,Male,4386,1587,31,Nicaragua
[0.9994574785232544],1,17,Without-pay,Prof-school,11,Married-civ-spouse,Armed-Forces,Unmarried,Black,Female,4386,1564,42,Nicaragua
[1.0],1,37,State-gov,5th-6th,4,Married-spouse-absent,Priv-house-serv,Own-child,Asian-Pac-Islander,Female,12099,2507,42,Nicaragua
[0.9996859431266785],1,27,Self-emp-inc,10th,13,Married-civ-spouse,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,3820,2507,44,Nicaragua
[0.9990306496620178],1,89,Self-emp-not-inc,Preschool,11,Separated,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,3103,1587,65,Nicaragua
[0.9984017610549927],1,37,State-gov,12th,1,Married-civ-spouse,Other-service,Unmarried,Asian-Pac-Islander,Male,3820,1894,50,Nicaragua
[0.9998704195022583],1,28,Private,1st-4th,11,Divorced,Priv-house-serv,Husband,Asian-Pac-Islander,Female,4386,1564,65,Nicaragua
[0.041962385177612305],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Black,Female,0,115,42,Vietnam
[0.9999940395355225],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,4386,1564,65,Vietnam
[0.9956006407737732],1,27,State-gov,11th,14,Married-spouse-absent,Other-service,Own-child,Other,Male,3820,1587,31,Vietnam
[0.9915326833724976],1,28,Private,Masters,15,Separated,Sales,Unmarried,Amer-Indian-Eskimo,Female,3103,1816,32,Vietnam
[1.0],1,30,Local-gov,9th,1,Married-AF-spouse,Transport-moving,Other-relative,Black,Male,12099,1828,35,Vietnam
[0.9974812865257263],1,37,Self-emp-inc,Some-college,11,Never-married,Farming-fishing,Husband,Other,Male,3820,2008,40,Vietnam
[0.9963392019271851],1,17,Self-emp-not-inc,Assoc-acdm,4,Married-civ-spouse,Machine-op-inspct,Own-child,Black,Male,3820,2507,44,Vietnam
[0.9930069446563721],1,22,State-gov,7th-8th,9,Married-AF-spouse,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,3103,1894,50,Vietnam
[0.9999019503593445],1,27,State-gov,Doctorate,15,Never-married,Craft-repair,Wife,Asian-Pac-Islander,Female,4386,2507,32,Vietnam
